hg19	hg38	Liver	Lungs	Colon	SmallIntestines	Pancreas	AdrenalGlands	Esophagus	AdiposeTissues	Heart	Brain	T-cells	B-cells	Neutrophils	Placenta	Minimum	Maximum	Mean	S.D.	C.V.	Placenta-informative
chr6:108440610-108441110	chr6:108119406-108119906	20.6	15.9	16.1	10.8	38.2	24.7	33.7	13.6	12.3	11.2	4.1	9.0	1.5	59.1	1.5	38.2	16.3	10.7	0.7	Y
chr6:108489172-108489672	chr6:108167968-108168468	20.0	20.9	13.0	17.0	48.5	48.5	35.9	18.4	33.0	18.0	9.3	8.3	3.3	55.0	3.3	48.5	22.6	14.6	0.6	N
chr6:108496155-108496655	chr6:108174951-108175451	24.7	16.2	38.8	16.5	38.1	30.3	17.9	15.0	10.3	77.2	28.0	20.7	12.7	49.5	10.3	77.2	26.7	17.7	0.7	N
chr6:108582717-108583217	chr6:108261513-108262013	6.6	9.0	2.5	10.3	3.0	8.1	7.2	17.8	13.0	15.5	21.3	16.1	28.1	1.6	2.5	28.1	12.2	7.4	0.6	N
chr6:108615462-108615962	chr6:108294258-108294758	16.9	31.0	34.1	30.6	26.5	38.9	36.5	42.6	36.1	13.1	21.2	41.8	32.1	11.2	13.1	42.6	30.9	9.2	0.3	N
chr6:108883331-108883831	chr6:108562128-108562628	13.7	14.4	10.5	28.9	4.2	59.9	33.6	22.9	7.2	5.1	76.3	59.1	13.6	54.9	4.2	76.3	26.9	23.8	0.9	N
chr6:109417061-109417561	chr6:109095858-109096358	7.8	21.9	4.9	15.0	7.6	25.1	20.4	23.1	23.8	11.7	17.5	16.1	12.3	4.8	4.9	25.1	15.9	6.7	0.4	N
chr6:109760396-109760896	chr6:109439193-109439693	88.4	62.0	26.3	50.1	51.7	87.1	54.1	74.1	72.5	69.5	93.6	81.7	92.0	58.3	26.3	93.6	69.5	20.0	0.3	N
chr6:109777195-109777695	chr6:109455992-109456492	16.3	11.1	2.9	8.5	8.5	10.2	10.1	9.8	6.9	6.1	32.4	8.1	4.9	11.8	2.9	32.4	10.5	7.3	0.7	N
chr6:109803595-109804095	chr6:109482392-109482892	33.8	20.7	11.5	18.9	22.9	20.8	16.6	19.6	28.1	22.7	10.2	9.9	33.3	7.9	9.9	33.8	20.7	7.8	0.4	N
chr6:110300366-110300866	chr6:109979163-109979663	21.0	10.0	38.0	12.1	7.2	6.7	14.3	10.0	8.2	8.8	22.0	23.9	13.8	23.2	6.7	38.0	15.1	9.0	0.6	N
chr6:110721060-110721560	chr6:110399857-110400357	77.2	41.4	42.3	46.6	25.9	36.9	19.3	19.0	21.6	49.2	64.4	82.7	57.2	34.0	19.0	82.7	44.9	21.1	0.5	N
chr6:110797298-110797798	chr6:110476095-110476595	26.2	4.9	19.7	4.9	11.4	7.0	6.4	3.7	5.8	7.7	1.5	1.4	1.8	10.3	1.4	26.2	7.9	7.4	0.9	N
chr6:111279145-111279645	chr6:110957942-110958442	41.3	56.1	58.1	60.7	58.2	50.2	52.7	33.6	62.5	22.8	50.7	46.2	10.0	56.5	10.0	62.5	46.4	15.7	0.3	N
chr6:111302615-111303115	chr6:110981412-110981912	12.0	17.3	34.8	15.0	17.7	12.6	25.2	12.3	17.9	2.8	5.3	5.2	8.6	0.0	2.8	34.8	14.4	8.7	0.6	N
chr6:111579864-111580364	chr6:111258661-111259161	5.0	17.6	17.3	18.2	8.4	18.2	12.9	27.3	14.5	7.5	14.0	21.8	25.7	0.4	5.0	27.3	16.0	6.7	0.4	N
chr6:116574407-116574907	chr6:116253244-116253744	9.6	19.4	20.2	10.7	3.3	24.4	15.6	15.9	21.8	16.9	24.9	31.2	31.3	12.8	3.3	31.3	18.9	8.2	0.4	N
chr6:116783568-116784068	chr6:116462405-116462905	35.1	47.3	52.5	41.5	46.4	43.9	53.1	24.9	52.2	23.6	27.6	10.7	2.1	29.1	2.1	53.1	35.5	16.5	0.5	N
chr6:117003068-117003568	chr6:116681905-116682405	61.4	27.3	58.7	24.6	55.7	38.9	46.4	46.3	64.4	17.7	33.6	31.2	44.2	31.8	17.7	64.4	42.3	15.0	0.4	N
chr6:117085740-117086240	chr6:116764577-116765077	29.6	27.8	45.3	24.8	37.6	41.2	35.9	25.9	20.9	19.1	45.4	32.3	34.6	49.2	19.1	45.4	32.3	8.6	0.3	N
chr6:117584585-117585085	chr6:117263422-117263922	14.0	16.6	29.6	13.4	9.3	11.3	16.6	15.3	5.8	12.5	23.7	35.0	13.3	43.6	5.8	35.0	16.7	8.2	0.5	Y
chr6:117802498-117802998	chr6:117481335-117481835	76.0	34.5	13.2	23.2	44.7	61.4	48.7	29.8	39.8	46.0	12.9	11.0	9.6	28.9	9.6	76.0	34.7	20.7	0.6	N
chr6:117868598-117869098	chr6:117547435-117547935	72.6	56.6	85.3	54.5	73.2	32.6	51.8	41.3	52.7	26.1	3.8	6.6	8.5	78.7	3.8	85.3	43.5	26.6	0.6	N
chr6:117923857-117924357	chr6:117602694-117603194	11.5	14.3	14.4	11.2	7.1	25.8	14.1	27.5	17.0	10.5	8.1	21.3	14.3	0.9	7.1	27.5	15.2	6.3	0.4	N
chr6:119669090-119669590	chr6:119347925-119348425	4.2	6.0	3.5	16.7	6.2	11.5	7.8	1.9	14.7	33.8	9.2	0.7	1.6	26.3	0.7	33.8	9.1	8.9	1.0	N
chr6:125475805-125476305	chr6:125154659-125155159	21.7	38.9	16.2	32.4	9.7	27.1	35.2	47.8	59.9	40.4	38.8	31.5	28.5	19.9	9.7	59.9	32.9	13.2	0.4	N
chr6:129251114-129251614	chr6:128929969-128930469	37.5	45.4	50.7	51.9	29.7	62.5	64.7	43.4	54.1	47.6	25.9	48.6	30.8	46.3	25.9	64.7	45.6	12.0	0.3	N
chr6:132270857-132271357	chr6:131949717-131950217	9.7	10.3	13.0	16.3	10.8	34.8	17.2	23.4	13.7	23.9	43.5	35.0	38.8	33.9	9.7	43.5	22.3	11.9	0.5	N
chr6:132723094-132723594	chr6:132401955-132402455	21.1	34.8	22.9	39.1	28.0	19.7	19.4	46.8	33.4	38.6	40.1	37.5	29.9	19.5	19.4	46.8	31.6	8.9	0.3	N
chr6:133561587-133562087	chr6:133240449-133240949	22.4	14.2	8.3	21.0	17.8	33.7	25.3	28.7	20.1	45.8	7.6	8.3	3.4	6.9	3.4	45.8	19.8	11.9	0.6	N
chr6:134159127-134159627	chr6:133837989-133838489	4.7	22.9	8.5	23.2	4.4	5.7	13.4	17.5	16.3	3.8	2.6	4.6	0.0	10.8	0.0	23.2	9.8	7.9	0.8	N
chr6:134213640-134214140	chr6:133892502-133893002	17.0	18.1	3.7	4.7	12.7	26.5	16.5	26.8	12.0	15.1	9.0	12.4	10.4	3.1	3.7	26.8	14.2	7.0	0.5	N
chr6:137144136-137144636	chr6:136822998-136823498	26.7	37.1	30.1	33.3	17.2	31.5	35.3	39.8	33.7	17.5	46.5	49.0	39.2	21.7	17.2	49.0	33.6	9.5	0.3	N
chr6:137244816-137245316	chr6:136923678-136924178	37.9	42.1	55.2	41.1	67.3	45.9	41.9	33.0	37.9	47.4	27.1	45.5	28.9	6.6	27.1	67.3	42.4	10.7	0.3	Y
chr6:137365800-137366300	chr6:137044663-137045163	34.9	26.5	7.2	19.7	15.1	20.0	16.9	28.3	34.6	11.1	23.9	25.1	16.7	6.0	7.2	34.9	21.5	8.4	0.4	N
chr6:137810343-137810843	chr6:137489206-137489706	21.2	10.6	22.2	8.5	24.8	14.7	32.7	7.8	12.5	20.9	13.3	9.1	5.0	45.8	5.0	32.7	15.6	8.1	0.5	Y
chr6:138726118-138726618	chr6:138404981-138405481	4.7	11.4	3.7	11.5	2.9	11.7	9.9	9.4	10.1	10.9	43.6	20.0	0.7	4.3	0.7	43.6	11.6	10.8	0.9	N
chr6:139013064-139013564	chr6:138691927-138692427	0.5	2.2	1.3	1.3	2.4	3.0	4.1	4.4	3.2	4.5	25.9	10.4	22.5	0.2	0.5	25.9	6.6	8.2	1.2	N
chr6:139116947-139117447	chr6:138795810-138796310	32.8	21.1	2.8	10.6	23.9	4.4	5.2	11.3	4.8	36.6	52.3	25.6	20.8	4.7	2.8	52.3	19.4	15.0	0.8	N
chr6:139350956-139351456	chr6:139029819-139030319	33.8	16.9	10.0	11.3	17.0	46.8	10.9	13.9	16.8	39.7	1.3	0.0	1.9	13.7	0.0	46.8	17.0	14.7	0.9	N
chr6:139457538-139458038	chr6:139136401-139136901	52.7	43.0	27.3	42.2	66.3	64.7	40.0	48.3	41.0	55.8	5.7	18.5	32.9	25.1	5.7	66.3	41.4	17.4	0.4	N
chr6:142409474-142409974	chr6:142088337-142088837	21.3	14.9	48.8	19.6	12.4	14.6	26.4	14.1	16.0	14.4	25.8	21.0	14.2	17.1	12.4	48.8	20.3	9.7	0.5	N
chr6:144327917-144328417	chr6:144006780-144007280	66.2	40.5	51.4	41.6	12.5	46.6	45.8	43.5	55.4	50.1	65.2	49.6	63.4	57.5	12.5	66.2	48.6	13.9	0.3	N
chr6:144385895-144386395	chr6:144064758-144065258	44.7	16.4	1.8	5.1	13.7	29.7	6.7	9.2	12.4	14.1	17.7	8.6	18.8	50.5	1.8	44.7	15.3	11.4	0.7	Y
chr6:146350023-146350523	chr6:146028887-146029387	9.7	7.1	27.8	7.6	4.7	4.9	9.7	2.1	4.4	3.3	13.1	21.4	7.4	14.3	2.1	27.8	9.5	7.4	0.8	N
chr6:149641019-149641519	chr6:149319883-149320383	71.8	76.0	78.6	67.5	83.3	67.9	74.4	76.2	82.6	22.6	32.9	30.5	83.7	86.9	22.6	83.7	65.2	21.6	0.3	N
chr6:149888318-149888818	chr6:149567182-149567682	36.7	42.8	8.5	29.0	18.5	38.5	31.6	50.7	44.2	29.2	27.8	11.0	65.3	11.2	8.5	65.3	33.4	15.7	0.5	N
chr6:150039665-150040165	chr6:149718529-149719029	31.6	27.4	10.4	28.0	30.1	30.7	28.4	17.2	30.5	23.8	28.1	17.9	7.5	0.6	7.5	31.6	24.0	8.1	0.3	N
chr6:150071824-150072324	chr6:149750688-149751188	55.3	58.2	37.5	71.2	50.0	64.9	58.9	43.1	56.9	59.7	82.8	78.8	16.5	64.3	16.5	82.8	56.5	17.5	0.3	N
chr6:150246403-150246903	chr6:149925267-149925767	10.6	14.9	5.5	16.0	12.6	42.4	12.1	11.4	12.6	27.7	22.7	17.7	10.1	13.1	5.5	42.4	16.6	9.6	0.6	N
chr6:150390444-150390944	chr6:150069308-150069808	26.9	16.0	2.4	8.8	6.6	17.2	17.9	19.9	33.3	27.5	13.9	3.2	3.2	4.5	2.4	33.3	15.1	10.1	0.7	N
chr6:151560767-151561267	chr6:151239632-151240132	28.1	26.7	30.0	27.2	40.5	59.2	44.0	32.7	21.8	10.3	20.2	24.4	16.6	55.4	10.3	59.2	29.4	12.7	0.4	N
chr6:151814481-151814981	chr6:151493346-151493846	51.0	36.0	39.2	38.4	39.0	18.0	36.4	36.9	39.7	16.2	62.1	59.3	35.3	18.6	16.2	62.1	39.0	13.2	0.3	N
chr6:154360587-154361087	chr6:154039452-154039952	12.4	9.7	33.8	8.7	8.1	3.9	11.8	6.9	5.2	5.5	12.5	27.0	8.9	18.0	3.9	33.8	11.9	8.8	0.7	N
chr6:154832061-154832561	chr6:154510927-154511427	17.1	25.9	8.7	24.1	4.7	32.8	15.0	19.7	21.1	39.7	70.4	52.1	42.1	42.0	4.7	70.4	28.7	18.4	0.6	N
chr6:156718072-156718572	chr6:156396938-156397438	41.5	56.1	90.9	61.2	43.4	47.0	64.4	62.3	37.6	52.5	51.1	69.7	89.9	31.1	37.6	90.9	59.0	16.8	0.3	N
chr6:157040484-157040984	chr6:156719350-156719850	38.0	54.2	17.2	48.6	48.3	64.8	37.1	58.7	50.2	69.7	49.1	59.8	73.4	18.0	17.2	73.4	51.5	15.0	0.3	N
chr6:158403573-158404073	chr6:157982541-157983041	41.2	61.3	10.7	36.9	21.6	63.4	51.3	55.9	65.6	50.2	28.4	40.7	46.2	49.3	10.7	65.6	44.1	16.6	0.4	N
chr6:158507720-158508220	chr6:158086688-158087188	89.4	64.3	89.1	76.9	86.6	67.7	82.5	46.6	74.1	53.9	74.7	81.8	3.3	90.8	3.3	89.4	68.5	23.6	0.3	N
chr6:158937286-158937786	chr6:158516254-158516754	40.0	37.3	37.8	40.9	76.6	47.9	47.4	47.9	41.1	47.2	44.7	36.3	26.1	54.3	26.1	76.6	44.0	11.6	0.3	N
chr6:159290174-159290674	chr6:158869142-158869642	46.3	13.6	27.4	20.0	6.6	14.5	24.5	17.4	18.2	15.0	17.6	21.2	22.5	1.5	6.6	46.3	20.3	9.4	0.5	N
chr6:159360626-159361126	chr6:158939594-158940094	21.9	26.6	42.6	21.5	62.7	34.7	59.6	29.0	40.9	68.5	26.5	13.3	9.6	33.9	9.6	68.5	35.2	18.8	0.5	N
chr6:159654734-159655234	chr6:159233702-159234202	15.7	10.4	27.2	28.4	6.5	10.0	23.9	9.3	8.7	6.8	8.5	14.4	1.8	19.9	1.8	28.4	13.2	8.4	0.6	N
chr6:160113058-160113558	chr6:159692026-159692526	10.8	17.3	4.6	23.5	5.1	19.1	15.3	23.1	13.8	18.8	26.5	23.3	27.7	62.3	4.6	27.7	17.6	7.5	0.4	Y
chr6:161100093-161100593	chr6:160679061-160679561	6.9	10.0	22.8	6.2	1.7	7.8	6.5	2.6	4.7	7.0	12.8	25.9	8.1	9.3	1.7	25.9	9.5	7.2	0.8	N
chr6:164051486-164051986	chr6:163630454-163630954	47.4	40.2	71.3	28.4	22.0	23.5	41.7	30.1	44.6	67.0	41.0	33.2	20.1	68.8	20.1	71.3	39.3	16.0	0.4	N
chr6:166217834-166218334	chr6:165804346-165804846	29.8	27.5	23.4	14.4	10.2	39.3	11.2	17.8	21.7	16.6	18.8	38.0	12.8	7.9	10.2	39.3	21.6	9.6	0.4	N
chr6:166402527-166403027	chr6:165989039-165989539	7.2	6.9	7.2	8.0	5.5	32.4	11.0	13.4	8.2	6.8	6.3	27.3	7.8	24.9	5.5	32.4	11.4	8.5	0.7	N
chr6:166583474-166583974	chr6:166169986-166170486	34.6	38.8	22.0	26.5	53.8	37.3	46.5	46.4	39.7	68.1	60.0	46.0	48.6	15.6	22.0	68.1	43.7	12.7	0.3	N
chr6:166667338-166667838	chr6:166253850-166254350	22.6	7.9	16.0	8.0	16.6	25.3	14.3	9.7	12.0	8.2	11.9	14.6	1.7	33.1	1.7	25.3	13.0	6.3	0.5	Y
chr6:166720240-166720740	chr6:166306752-166307252	64.0	36.2	41.2	40.0	48.6	35.8	38.6	38.2	43.7	18.7	48.6	11.8	22.0	18.9	11.8	64.0	37.5	13.7	0.4	N
chr6:166825328-166825828	chr6:166411840-166412340	87.4	81.6	87.0	82.7	86.5	83.2	85.5	81.0	90.3	92.3	28.1	42.5	75.3	43.3	28.1	92.3	77.2	19.3	0.3	N
chr6:167317753-167318253	chr6:166904265-166904765	73.4	55.2	83.3	57.2	81.7	59.2	57.4	52.3	28.6	16.1	89.4	70.6	81.4	46.0	16.1	89.4	62.0	21.6	0.3	N
chr6:167765023-167765523	chr6:167351535-167352035	8.5	21.3	18.9	14.0	14.4	28.6	19.1	31.4	21.3	12.0	5.6	6.5	12.2	5.3	5.6	31.4	16.4	8.0	0.5	N
chr6:168079012-168079512	chr6:167678332-167678832	5.1	22.4	5.5	10.8	18.6	11.3	11.9	18.0	21.9	5.8	4.5	7.3	1.5	3.2	1.5	22.4	11.1	7.0	0.6	N
chr6:168107021-168107521	chr6:167706341-167706841	79.3	75.5	83.4	75.1	89.6	70.4	81.7	63.9	90.2	91.7	26.9	27.4	33.0	77.9	26.9	91.7	68.3	23.8	0.3	N
chr6:168197143-168197643	chr6:167796463-167796963	19.3	15.2	11.5	39.1	61.2	20.7	13.5	14.5	23.5	20.4	2.8	2.9	4.9	4.6	2.8	61.2	19.2	16.0	0.8	N
chr6:168435836-168436336	chr6:168035156-168035656	42.8	11.3	30.6	13.6	62.1	49.4	35.8	47.1	37.8	40.7	48.0	49.4	24.7	1.6	11.3	62.1	38.0	14.7	0.4	N
chr6:168502403-168502903	chr6:168101723-168102223	19.8	21.6	46.3	21.7	60.4	17.1	32.3	19.5	43.2	24.6	11.1	17.9	7.8	22.3	7.8	60.4	26.4	15.1	0.6	N
chr6:168840939-168841439	chr6:168440259-168440759	15.9	14.9	4.2	11.9	25.7	15.0	31.4	25.2	16.4	27.9	18.5	35.9	25.8	59.4	4.2	35.9	20.7	8.8	0.4	Y
chr6:169640304-169640804	chr6:169240209-169240709	70.0	68.7	71.5	78.1	28.8	75.8	56.6	79.7	75.7	27.1	74.7	76.4	82.2	34.9	27.1	82.2	66.6	18.3	0.3	N
chr6:170190612-170191112	chr6:169790516-169791016	2.4	6.7	2.8	8.0	8.7	8.9	5.8	19.3	9.3	1.2	10.4	23.1	20.3	8.2	1.2	23.1	9.8	7.0	0.7	N
chr6:170532589-170533089	chr6:170222799-170223299	57.4	23.7	11.7	49.7	68.8	65.4	58.1	40.3	59.1	49.7	58.5	27.7	25.5	45.4	11.7	68.8	45.8	18.2	0.4	N
chr6:170574834-170575334	chr6:170265746-170266246	50.2	50.0	13.6	44.6	18.6	85.1	53.8	76.1	47.2	33.2	87.4	81.3	78.4	58.7	13.6	87.4	55.3	24.8	0.4	N
chr6:170580890-170581390	chr6:170271802-170272302	73.9	62.7	86.9	65.3	41.8	76.5	82.2	58.5	81.2	83.8	0.8	4.8	11.7	53.8	0.8	86.9	56.2	31.3	0.6	N
chr6:170588912-170589412	chr6:170279824-170280324	60.3	62.6	24.9	53.2	55.4	55.9	32.1	61.2	67.9	82.7	76.3	64.7	92.0	42.6	24.9	92.0	60.7	18.2	0.3	N
chr6:170606247-170606747	chr6:170297159-170297659	31.8	16.3	3.2	13.0	12.1	40.1	44.8	30.7	51.2	7.5	11.3	7.0	4.7	15.6	3.2	51.2	21.0	16.5	0.8	N
chr7:31004-31504	chr7:31004-31504	40.1	55.1	37.4	41.6	18.9	34.6	52.2	39.5	43.5	63.8	78.7	33.2	43.6	8.6	18.9	78.7	44.8	15.0	0.3	N
chr7:119562-120062	chr7:119562-120062	68.0	37.2	58.5	40.0	76.0	45.0	31.1	23.0	34.1	72.9	19.9	16.0	8.6	23.5	8.6	76.0	40.8	22.2	0.5	N
chr7:402463-402963	chr7:362497-362997	20.2	12.0	33.8	19.6	23.4	37.8	32.0	19.9	31.8	67.3	12.6	11.5	9.2	21.3	9.2	67.3	25.5	15.7	0.6	N
chr7:409126-409626	chr7:369160-369660	90.0	68.4	18.4	68.0	71.5	81.3	52.3	82.9	86.9	89.4	84.1	68.3	86.3	17.7	18.4	90.0	72.9	19.8	0.3	N
chr7:413016-413516	chr7:373050-373550	32.5	54.4	14.3	48.6	11.5	63.0	68.6	59.4	74.0	45.6	74.3	79.3	66.7	74.9	11.5	79.3	53.2	22.1	0.4	N
chr7:475599-476099	chr7:435616-436116	89.7	73.4	18.5	68.9	88.4	74.9	37.4	64.1	76.9	85.3	89.0	85.1	84.9	53.9	18.5	89.7	72.0	21.5	0.3	N
chr7:492129-492629	chr7:452252-452752	29.1	27.4	30.8	33.4	60.3	34.1	26.4	26.7	32.4	63.8	54.7	54.2	38.8	18.9	26.4	63.8	39.4	13.7	0.3	N
chr7:504779-505279	chr7:465142-465642	79.5	54.4	79.0	53.9	46.7	30.5	60.1	49.5	42.4	49.2	82.3	77.7	79.7	11.3	30.5	82.3	60.4	17.3	0.3	N
chr7:561112-561612	chr7:521475-521975	8.7	8.9	2.6	5.5	30.2	8.0	14.5	6.0	13.1	7.1	3.3	6.6	2.5	7.6	2.5	30.2	9.0	7.3	0.8	N
chr7:600914-601414	chr7:561277-561777	86.5	88.1	19.9	80.7	19.4	47.1	85.0	90.4	89.7	89.1	93.8	96.3	93.0	60.3	19.4	96.3	75.3	27.6	0.4	N
chr7:630337-630837	chr7:590700-591200	74.9	56.7	84.5	69.2	57.8	50.1	47.0	40.1	48.6	9.4	80.1	81.0	28.4	34.2	9.4	84.5	56.0	22.2	0.4	N
chr7:644182-644682	chr7:604545-605045	63.9	40.6	80.2	49.2	83.8	67.3	64.4	36.2	48.7	58.1	11.4	14.7	7.9	64.4	7.9	83.8	48.2	25.1	0.5	N
chr7:906609-907109	chr7:866972-867472	31.0	68.9	43.3	75.2	83.4	75.9	33.1	72.9	48.2	58.8	94.8	91.2	93.9	53.2	31.0	94.8	67.0	22.3	0.3	N
chr7:1015199-1015699	chr7:975563-976063	28.4	20.0	15.0	18.7	7.8	15.3	29.3	39.2	21.7	20.4	30.1	22.9	26.4	3.7	7.8	39.2	22.7	8.1	0.4	N
chr7:1051944-1052444	chr7:1012308-1012808	64.4	77.0	91.5	82.2	82.4	75.8	60.8	52.7	83.6	76.0	70.3	43.0	13.4	87.5	13.4	91.5	67.2	21.0	0.3	N
chr7:1099906-1100406	chr7:1060270-1060770	16.8	27.3	69.1	52.0	34.7	41.1	25.8	21.3	24.3	51.9	53.0	5.4	11.5	4.0	5.4	69.1	33.4	18.9	0.6	N
chr7:1198466-1198966	chr7:1158830-1159330	19.0	29.8	19.4	49.7	11.6	24.2	28.9	39.5	29.2	28.0	44.7	50.4	53.0	13.7	11.6	53.0	32.9	13.4	0.4	N
chr7:1263997-1264497	chr7:1224361-1224861	9.1	4.6	6.1	5.6	3.3	7.5	4.5	4.4	2.7	2.8	11.6	24.2	4.0	3.8	2.7	24.2	6.9	5.8	0.8	N
chr7:1337106-1337606	chr7:1297470-1297970	54.8	44.2	32.2	43.7	34.1	41.8	26.6	39.8	57.2	27.1	57.1	67.8	72.5	17.9	26.6	72.5	46.1	14.8	0.3	N
chr7:1362812-1363312	chr7:1323176-1323676	64.5	21.7	15.6	26.0	23.0	10.8	17.8	9.1	50.4	20.3	19.7	30.1	23.6	23.3	9.1	64.5	25.6	15.5	0.6	N
chr7:1500576-1501076	chr7:1460940-1461440	4.7	10.0	2.0	16.5	5.9	6.4	13.8	18.1	16.1	32.4	49.9	28.4	11.0	35.6	2.0	49.9	16.6	13.4	0.8	N
chr7:1686717-1687217	chr7:1647081-1647581	80.3	61.1	78.8	68.9	61.0	67.8	71.7	57.1	28.3	34.8	69.0	22.6	78.1	26.5	22.6	80.3	60.0	19.4	0.3	N
chr7:1708362-1708862	chr7:1668726-1669226	13.8	25.7	16.3	30.3	32.4	50.0	31.2	39.1	48.8	37.4	18.0	13.4	11.9	20.2	11.9	50.0	28.3	13.2	0.5	N
chr7:1980259-1980759	chr7:1940623-1941123	78.5	55.0	82.1	62.5	88.3	79.6	77.9	58.8	80.9	72.3	4.0	3.9	8.6	87.0	3.9	88.3	57.9	31.4	0.5	N
chr7:2058908-2059408	chr7:2019273-2019773	82.7	75.3	81.7	70.9	88.0	60.2	72.4	59.9	80.3	74.0	71.3	33.6	28.0	68.6	28.0	88.0	67.6	18.2	0.3	N
chr7:2152678-2153178	chr7:2113043-2113543	87.8	62.2	87.5	75.4	91.1	84.1	86.1	65.1	71.2	79.9	61.1	29.4	23.3	54.8	23.3	91.1	69.5	21.7	0.3	N
chr7:2445293-2445793	chr7:2405658-2406158	77.2	50.6	82.6	58.0	74.0	65.8	74.1	52.4	83.2	68.2	10.8	16.1	10.6	89.1	10.6	83.2	55.7	26.7	0.5	N
chr7:2560872-2561372	chr7:2521238-2521738	36.4	19.6	6.7	17.7	10.1	46.2	12.2	28.8	13.8	12.5	3.1	17.9	19.2	14.8	3.1	46.2	18.8	12.0	0.6	N
chr7:2702435-2702935	chr7:2662801-2663301	23.6	62.0	50.8	64.2	61.5	30.7	50.8	55.4	36.7	37.4	90.0	88.8	73.4	65.4	23.6	90.0	55.8	20.7	0.4	N
chr7:2720327-2720827	chr7:2680693-2681193	33.2	35.9	25.6	45.4	24.8	29.4	34.3	47.3	37.5	27.3	58.3	50.3	49.1	16.3	24.8	58.3	38.3	10.7	0.3	N
chr7:2728683-2729183	chr7:2689049-2689549	43.8	36.4	16.9	23.6	12.0	23.6	25.5	33.5	44.5	6.6	24.7	9.7	21.7	29.9	6.6	44.5	24.8	12.1	0.5	N
chr7:2757005-2757505	chr7:2717371-2717871	70.4	11.2	6.9	17.4	63.0	39.6	37.2	18.8	24.8	59.7	37.6	33.3	5.1	54.1	5.1	70.4	32.7	21.5	0.7	N
chr7:2773445-2773945	chr7:2733811-2734311	91.8	80.1	92.0	89.7	93.0	86.4	93.5	75.5	95.9	91.9	76.9	58.8	11.8	84.8	11.8	95.9	79.8	22.9	0.3	N
chr7:2968235-2968735	chr7:2928601-2929101	85.9	86.4	59.6	58.9	71.9	46.9	76.5	73.8	76.9	32.7	94.9	94.5	94.4	56.8	32.7	94.9	73.3	19.3	0.3	N
chr7:4304580-4305080	chr7:4264948-4265448	35.2	21.1	41.1	55.2	77.0	16.2	70.8	31.9	39.6	75.4	34.8	47.7	18.5	52.2	16.2	77.0	43.4	20.8	0.5	N
chr7:4681934-4682434	chr7:4642303-4642803	16.4	21.1	35.2	20.5	32.0	33.5	24.1	24.1	35.2	7.2	10.4	13.3	9.9	15.2	7.2	35.2	21.8	10.0	0.5	N
chr7:4783821-4784321	chr7:4744190-4744690	74.3	34.0	12.3	39.9	67.7	59.6	45.1	53.9	44.8	37.3	52.4	55.8	57.2	74.1	12.3	74.3	48.8	16.0	0.3	N
chr7:4832007-4832507	chr7:4792376-4792876	68.7	37.6	17.8	15.8	39.4	12.2	21.3	19.2	24.3	10.4	26.6	14.7	7.6	67.0	7.6	68.7	24.3	16.4	0.7	N
chr7:4848752-4849252	chr7:4809121-4809621	67.0	63.8	80.2	58.9	71.6	71.7	65.6	42.4	73.7	70.6	3.4	4.9	0.5	58.7	0.5	80.2	51.9	29.3	0.6	N
chr7:4853991-4854491	chr7:4814360-4814860	69.9	58.9	68.6	62.3	59.4	59.9	66.8	52.5	86.6	76.2	22.2	15.6	11.4	28.0	11.4	86.6	54.6	23.5	0.4	N
chr7:4921708-4922208	chr7:4882077-4882577	12.4	6.0	8.3	12.0	28.5	46.0	14.0	10.9	5.4	6.7	20.6	19.6	16.4	1.9	5.4	46.0	15.9	11.2	0.7	N
chr7:5183879-5184379	chr7:5144248-5144748	62.2	40.0	42.0	52.6	19.8	34.7	31.3	28.2	34.3	44.0	47.1	43.1	56.3	48.6	19.8	62.2	41.2	11.8	0.3	N
chr7:5468504-5469004	chr7:5428873-5429373	4.5	5.8	1.4	7.8	3.8	8.1	8.8	14.3	21.4	4.2	1.2	4.0	1.0	18.4	1.0	21.4	6.6	5.8	0.9	N
chr7:5534885-5535385	chr7:5495254-5495754	58.1	85.9	86.1	86.0	56.1	57.0	46.8	82.8	77.5	9.9	82.0	51.4	83.5	89.1	9.9	86.1	66.4	22.6	0.3	N
chr7:5568063-5568563	chr7:5528432-5528932	44.3	17.7	38.6	17.8	52.5	17.6	13.5	23.1	11.4	11.3	3.6	20.4	23.5	37.7	3.6	52.5	22.7	14.1	0.6	N
chr7:5819973-5820473	chr7:5780342-5780842	29.8	30.7	15.6	27.7	11.4	18.7	21.0	30.4	21.8	20.0	61.0	42.2	51.5	26.9	11.4	61.0	29.4	14.4	0.5	N
chr7:6413435-6413935	chr7:6373804-6374304	24.4	23.7	9.4	21.3	18.0	24.9	22.2	23.6	32.9	18.6	12.2	16.2	15.8	4.7	9.4	32.9	20.2	6.1	0.3	N
chr7:6655746-6656246	chr7:6616115-6616615	28.8	31.8	25.7	29.5	17.8	26.4	30.6	40.1	24.9	25.4	52.7	34.8	22.2	31.5	17.8	52.7	30.1	8.8	0.3	N
chr7:6768822-6769322	chr7:6729191-6729691	41.0	45.2	67.4	28.5	30.5	30.1	37.9	27.1	26.5	4.1	38.8	22.8	10.4	50.8	4.1	67.4	31.6	15.8	0.5	N
