target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Prostate-Ep	chr18:45725215-45725747	U	0.018	0.963	0.009	0	0	0.431	0.009	0.381	0	0	0	0.075	0	0.013	0	0.258	0	0.192	0.012	0.027	0	0.013	0	0	0.008	0.011	0.018	0.064	0	0	0	0.018	0	0.012	0	0.838	0.031	0.009	0.032	0.015
Pancreas-Beta	chr18:45831101-45831216	U	0	0.006	0	0	0.005	0.024	0.008	0.2	0.009	0.022	0	0.074	0.03	0.099	0.044	0.2	0	0	0	0.063	0	0.016	0.007	0.004	0	0	0.026	0.184	0.008	0.039	0.162	0.819	0.212	0	0	0	0.028	0	0.079	0
Lung-Ep-Bron	chr18:46504690-46504887	U	0.026	0.016	0	0.011	0.014	0.013	0.029	0.077	0.011	0	0.028	0.116	0	0.053	0	0.317	0.046	0.05	0.023	0.057	0.06	0.207	0.009	0.084	0.171	0.952	0.021	0	0.038	0.07	0.048	0.089	0.078	0.057	0	0.018	0.093	0	0.208	0
Oligodend	chr18:47087812-47088154	U	0	0	0	0	0.002	0	0.003	0.048	0	0	0	0.03	0	0.005	0	0.236	0.01	0	0.003	0.003	0	0.042	0.004	0	0.005	0.009	0.032	0.952	0.029	0.007	0	0	0	0	0	0	0.012	0	0.06	0
Pancreas-Duct	chr18:47110236-47110660	U	0	0	0	0	0.029	0	0	0	0	0	0	0	0	0	0	0.062	0	0.2	0	0	0	0	0.045	0	0	0	0	0.118	0	0	0	0	0.067	0.84	0	0	0	0	0	0
Pancreas-Duct	chr18:47110938-47111622	U	NA	0	0	NA	0	NA	0	0.333	0	0	0	NA	NA	0.143	NA	0	0	NA	0	0	NA	0	0	0	0	0	0	NA	0	0	0	0	0	1	0	0	NA	0	0	0
Thyroid-Ep	chr18:47827625-47827826	U	0.005	0.018	0	0	0.002	0	0.001	0	0.006	0.006	0.002	0	0	0.002	0.021	0.029	0	0	0	0.003	0.005	0.005	0.005	0	0.098	0	0.002	0	0	0	0	0	0	0.006	0	0.005	0.011	0	0	0.965
Ovary-Ep	chr18:47994054-47994560	U	0	0.023	0.692	0	0.012	0	0	0	0	0	0	0.167	0	0.009	0	0.32	0.2	0	0	0	0	0.235	0.266	0	0	0.043	0	0	0.852	0	0.042	0.059	0	0	0	0	0	0	0.061	0.429
Liver-Hep	chr18:48131050-48131353	U	0	0	0.006	0	0.004	0	0.003	0	0	0	0.006	0.027	0.023	0.001	0.027	0.129	0	0	0.004	0.032	0	0.02	0	0.887	0	0.007	0	0	0	0	0	0	0	0	0	0	0.02	0.004	0.015	0
Pancreas-Alpha	chr18:48141564-48141678	U	0	0	0	0	0.002	0	0.003	0	0	0	0	0	0	0	0	0.158	0	0	0	0	0	0.008	0.243	0	0.004	0	0.003	0	0.014	0.024	0.719	0.17	0.113	0	0	0	0.01	0	0.023	0
Adipocytes	chr18:48301914-48302245	U	0.622	0	0.069	0	0.045	0	0.062	0.182	0	0.031	0	0.069	0.263	0.273	0.056	0.256	0	0	0	0.006	0.014	0.404	0	0.034	0	0	0	0	0	0	0	0	0	0	0	0	0.053	0	0.25	0
Colon-Ep	chr18:48761536-48761664	U	0	0	0	0	0.004	0	0.001	0	0	0	0.76	0.037	0	0	0	0.057	0	0	0	0	0	0	0	0	0	0	0.023	0	0.006	0	0	0	0	0	0	0.005	0	0.008	0	0
Small-Int-Ep	chr18:48837982-48838496	U	0	0.004	0.036	0	0	0	0.001	0	0	0	0.005	0	0	0.001	0	0.117	0	0	0.002	0.013	0.021	0	0	0	0	0	0.021	0	0	0	0	0	0	0	0	0	0	0.752	0.004	0
Bone-Osteob	chr18:48960123-48960332	U	0.129	0.006	0	0	0	0	0.004	0.955	0	0	0	0.111	0.036	0.048	0	0.114	0	0	0.008	0.036	0	0.181	0.003	0.009	0.012	0.006	0.113	0	0.047	0.006	0	0	0	0	0	0	0	0.006	0.104	0.01
Skeletal-Musc	chr18:49843721-49844030	U	0.286	0.053	0	0.143	0	0	0	0.667	0	0	0	0.2	0	0.052	0	0.154	0.167	0	0	0	0	0	0.031	0	0	0	0	0.143	0	0	0	0	0	0	0	0.111	0.714	0	0.214	0
Blood-Mono+Macro	chr18:50830617-50831015	U	0	0	0.257	0	0.656	0.031	0.019	0	0	0	0.024	0.1	0	0.012	0	0.209	0	0	0.023	0	0.026	0.081	0.014	0	0	0	0	0.056	0	0	0.048	0	0	0	0	0	0	0	0.043	0
Megakaryocytes	chr18:50843358-50844032	U	0	0	0	0	0	0	0.032	0	0	0	0	0	0	0	0.5	0.286	0	0	0	0	0	0.25	0	0	0	0	0	0	0.167	0	0	0	0	0	1	0	0	0	0	0
Megakaryocytes	chr18:51098287-51098488	U	0.011	0.026	0	0.048	0.028	0	0.005	0	0	0	0.015	0.108	0	0.122	0	0.25	0	0	0.003	0.009	0.007	0.048	0	0.025	0	0	0.014	0	0	0	0	0	0	0	0.846	0	0.03	0	0.144	0
Heart-Fibro	chr18:52141257-52141443	U	0.056	0.023	0.025	0	0	0	0.014	0	0	0	0.023	0	0.273	0.029	0	0.129	0	0	0.023	0.008	0.024	0.884	0	0.011	0	0.029	0	0.029	0	0.143	0	0	0	0	0	0	0	0	0.273	0
Prostate-Ep	chr18:53439787-53439866	U	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.014	0.077	0.2	0.258	0	0	0	0	0.077	0.042	0.043	0.014	0	0.006	0	0.221	0.045	0	0.024	0	0	0	0.623	0	0.01	0.045	0
Smooth-Musc	chr18:53548479-53549678	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Thyroid-Ep	chr18:54190219-54190582	U	0	0.042	0	0	0	0	0	0.077	0	0	0	0.216	0	0.007	0	0.01	0	0	0.004	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0	0	0	0	0.934
Dermal-Fibro	chr18:55113878-55114109	U	0.171	0	0.014	0.013	0.027	0	0.017	0.158	0	0.023	0	0.039	0.75	0.102	0.059	0.333	0.042	0	0	0.004	0.025	0.098	0.012	0.074	0	0	0.005	0	0	0.105	0.036	0	0	0	0	0.012	0.098	0	0.075	0
Neuron	chr18:55347194-55347408	U	0	0.004	0.004	0	0.002	0	0.017	0.017	0.006	0.008	0.031	0.066	0.1	0.012	0	0.15	0	0	0.002	0	0.019	0.024	0	0.012	0	0	0.95	0.978	0.059	0.01	0.007	0	0.013	0	0.071	0.005	0.031	0.008	0.005	0
Pancreas-Beta	chr18:55439745-55439809	U	0	0	0	0	0	0	0	0	0	0	0.012	0	0	0	0	0.065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111	0.663	0.037	0	0	0.008	0	0	0	0
Pancreas-Alpha	chr18:55544801-55544978	U	0.014	0	0.007	0	0.008	0.008	0.014	0	0	0.011	0.02	0.014	0	0.008	0	0.142	0	0	0.124	0	0.022	0.024	0	0	0.447	0.015	0.01	0.015	0	0.037	0.892	0.314	0.011	0.014	0	0.007	0.023	0.006	0.02	0
Blood-NK	chr18:56573242-56573427	U	0.011	0	0.014	0.212	0.164	0.609	0.083	0	0	0	0.008	0.01	0.067	0.004	0	0.184	0	0.027	0.003	0.003	0	0	0	0.003	0	0	0.004	0.015	0	0	0.013	0	0.007	0	0	0	0.03	0.004	0.009	0
Pancreas-Beta	chr18:56851330-56851434	U	0	0	0	0	0	0	0.002	0	0	0.012	0.004	0	0	0.005	0.042	0.094	0	0	0.003	0.006	0	0.01	0	0	0	0	0.003	0	0	0.015	0.045	0.969	0.149	0	0	0	0	0	0.008	0
Megakaryocytes	chr18:57550688-57550773	U	0.031	0	0	0	0	0	0	0	0	0	0	0	0	0.031	0	0.023	0	0	0.002	0.016	0	0	0.003	0	0.005	0	0.003	0.009	0	0.013	0.009	0.009	0	0.008	0.7	0	0.042	0	0.006	0
Gastric-Ep	chr18:57654561-57654756	U	0	0.036	0	0	0.003	0	0	0	0.012	0	0.047	0	0	0	0	0.054	0	0	0.979	0.006	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0
Pancreas-Beta	chr18:58335377-58335665	U	0	0	0	0	0.001	0	0.009	0	0.005	0	0	0	0	0.003	0.028	0.039	0	0	0.002	0	0.019	0.01	0.032	0	0	0	0.009	0	0	0.008	0.055	0.907	0.007	0	0	0.004	0	0	0.011	0
Liver-Hep	chr18:58445527-58445956	U	0	0	0	0	0.013	0	0.001	0	0	0	0	0	0	0.002	0	0.097	0.005	0.05	0.001	0.002	0	0.013	0	0.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0
Blood-T	chr18:58505215-58505515	U	0.014	0.007	0.365	0.06	0.061	0.364	0.92	0	0.013	0	0	0.204	0	0.021	0	0.196	0	0	0	0	0	0.031	0.005	0.014	0	0	0.004	0	0.011	0.022	0.016	0	0	0	0.25	0.01	0.021	0	0.009	0
Eryth-prog	chr18:58694763-58695169	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0	0.872	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0.111	0	0	0	0.01	0
Pancreas-Delta	chr18:58731244-58731691	U	NA	0	0	0	0	0	0	NA	0	0	NA	0	0	0	0	0	0	NA	0.154	0.143	NA	0	0	0.6	0	0	0	0	0	0	0	1	1	0.5	NA	0	NA	0	0	NA
Megakaryocytes	chr18:59896579-59896800	U	0	0.017	0	0	0	0	0.002	0.04	0	0	0	0.036	0	0.078	0	0.151	0.016	0	0.004	0.066	0.011	0.027	0.031	0.007	0.009	0	0	0.025	0	0.057	0.014	0	0.013	0.023	0.857	0	0.194	0	0.072	0.089
Liver-Hep	chr18:59964479-59964867	U	0	0	0	0	0.018	0	0.003	0	0	0	0.004	0	0	0.004	0.015	0.114	0	0	0.01	0.001	0	0.03	0.002	0.79	0.006	0.004	0	0	0	0.015	0	0	0	0.004	0	0	0	0	0.031	0
Skeletal-Musc	chr18:60196247-60196600	U	0.009	0.005	0	0	0.006	0	0.003	0.041	0	0	0	0	0.02	0.003	0	0.141	0	0	0.002	0	0	0.021	0	0.024	0	0	0.16	0.056	0	0.005	0.015	0	0	0	0	0.01	0.696	0	0.042	0
Smooth-Musc	chr18:60632384-60633167	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr18:60875584-60875748	U	0.013	0.473	0.038	0	0.037	0.024	0.018	0.143	0.013	0.011	0.207	0.033	0.069	0.013	0.036	0.271	0	0	0.07	0.168	0.01	0.102	0.015	0.144	0.049	0.374	0.003	0	0	0.22	0	0.033	0.029	0.035	0	0.868	0.062	0.087	0.199	0.012
Pancreas-Beta	chr18:61495123-61495356	U	0.012	0	0	0	0.002	0	0.006	0	0	0	0	0	0.054	0.005	0	0.292	0	0	0.003	0	0	0.026	0.007	0.004	0.012	0	0	0	0	0.021	0	0.87	0.012	0	0	0	0	0.006	0.014	0
Small-Int-Ep	chr18:62011365-62011768	U	0	0	0.009	0	0.007	0.013	0.01	0	0	0	0.495	0.021	0	0	0	0.219	0	0	0.014	0.007	0.033	0.029	0	0	0	0	0	0	0	0.02	0	0.046	0.032	0	0	0	0	1	0	0
Pancreas-Beta	chr18:62343544-62343738	U	0	0	0	0	0	0	0.005	0	0	0	0.007	0.061	0	0	0	0.147	0	0	0	0.004	0	0	0	0	0	0	0.392	0	0	0	0.074	0.984	0	0	0	0	0	0	0.01	0.079
Pancreas-Beta	chr18:62372323-62373002	U	0	0	NA	NA	0	NA	0	NA	NA	0	0	NA	0	0.1	0	0	0	NA	0	0	NA	0	0	0	NA	0	0	0	0	0	1	1	NA	0	NA	0	0	NA	0	NA
Megakaryocytes	chr18:62448149-62448375	U	0.268	0	0	0.423	0.109	0.012	0.004	0.5	0.081	0.036	0	0.035	0.042	0.144	0.115	0.109	0	0	0.004	0.01	0.014	0.067	0.009	0.005	0	0	0.005	0	0	0	0	0	0	0	0.909	0	0.107	0	0.027	0
Pancreas-Beta	chr18:62546239-62546460	U	0	0	0	0	0	0	0.004	0.143	0	0	0	0.065	0	0.007	0	0.047	0.021	0	0	0.016	0	0.05	0	0	0	0	0.347	0.049	0.075	0	0	0.972	0.382	0	0	0	0	0	0	0
Lung-Ep-Alveo	chr18:62563940-62564220	U	0	0	0	0	0	0	0.003	0	0	0	0.007	0.02	0	0.003	0	0.029	0.029	0	0.02	0	0.036	0	0	0	0.725	0.078	0	0	0	0	0	0.033	0	0	0	0	0	0	0.01	0
Ovary-Ep	chr18:62575426-62575660	U	0.015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.471	0	0	0.038	0	0.012	0.023	0	0.053	0.817	0.141	0	0.947	0	0	0	0	0	0	0	0.48	0.009	0.011	0
Blood-Mono+Macro	chr18:62577008-62577399	U	0.028	0	0.3	0.01	0.573	0.013	0.019	0.25	0.027	0.017	0	0.424	0	0.039	0	0.011	0	0	0	0.007	0.012	0	0	0.047	0	0.009	0.042	0.035	0.011	0	0	0.02	0	0.012	0	0	0.065	0.008	0.025	0
Fallopian-Ep	chr18:62606462-62606997	U	0.182	0	0.056	0	0	0	0.009	0	0.316	0.25	0	0.3	0	0.011	0.333	0.235	1	0	0	0.284	0	0	0	0	0	0.15	0	0	0.067	0	0	0	0	0	NA	0.143	0.111	0	0.074	0
Thyroid-Ep	chr18:62825019-62825179	U	0	0.026	0	0	0.002	0	0.004	0.023	0	0	0	0.012	0	0.001	0	0.049	0	0	0	0.006	0	0.008	0	0	0.01	0	0	0.008	0	0	0	0	0	0	0	0	0	0	0.007	0.85
Blood-Granul	chr18:62940803-62941442	U	0.055	0.016	0	0.965	0.047	0	0.012	0.033	0	0	0.052	0.1	0	0.01	0	0.14	0.011	0	0.003	0.029	0	0.03	0.005	0.021	0.146	0.025	0.004	0.018	0.014	0.03	0.013	0.262	0.029	0	0	0	0.145	0.015	0.054	0
Gallbladder	chr18:63000138-63000563	U	0	0.004	0	0.005	0.002	0.01	0.006	0	0	0	0.002	0.008	0	0	0	0.103	0	0.865	0.004	0.001	0	0	0	0	0	0	0	0	0	0.004	0.006	0	0	0.004	0	0	0	0	0.014	0
Gallbladder	chr18:63002888-63003021	U	0	0	0.012	0	0.004	0	0.012	0.047	0	0	0.003	0.012	0	0.007	0	0.186	0	1	0.002	0.002	0	0.04	0	0.004	0	0	0	0	0.014	0	0	0	0	0.101	0.091	0	0	0	0.043	0
Gallbladder	chr18:63003347-63004355	U	0	0.013	0.02	0	0.028	0	0.026	0	0	0	0	0.034	0.059	0.004	0	0.204	0	1	0.031	0.012	0	0.061	0	0	0	0	0	0	0	0.058	0.044	0	0	0	0	0	0	0	0.059	0
Gallbladder	chr18:63004501-63004802	U	0	0	0	0	0	0	0	0	0.04	0	0	0	0	0	0	0.047	0	1	0.019	0	0	0.138	0	0	0.054	0	0	0	0	0.094	0	0	0	0	0	0	0	0	0.098	0
Gallbladder	chr18:63005040-63005367	U	0	0	0	0	0.003	0	0.003	0.056	0	0	0	0	0.029	0.005	0	0.096	0	1	0.003	0.003	0.037	0.019	0	0	0	0	0	0	0	0.016	0	0	0	0.009	0	0	0	0	0.032	0
Ovary-Ep	chr18:63156850-63156970	U	0	0.012	0.011	0	0.007	0	0.02	0.444	0	0.048	0.065	0.279	0.111	0	0	0.174	0.527	0	0.007	0.014	0	0.012	0.088	0.032	0	0.053	0.015	0	0.619	0.009	0	0	0	0	0	0.04	0	0.098	0.043	0
Lung-Ep-Alveo	chr18:63467930-63468176	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0
Ovary-Ep	chr18:63475039-63475718	U	0	0	0	0	0	0	0.026	0	0	0	0	0	0	0.026	0	0.316	0.458	0	0	0	0	0.1	0.057	0.026	0	0	0	0	0.871	0.143	0.043	0.2	0.2	0.04	0	0	0	0	0.143	0.35
Pancreas-Beta	chr18:64158267-64158815	U	0.015	0.039	0	0	0	0.011	0	0	0	0	0.01	0	0.111	0.011	0	0.297	0	0	0.007	0.008	0	0.108	0.004	0.03	0.014	0	0.006	0	0	0.058	0.064	0.935	0.035	0	0	0.01	0.217	0	0.071	0
Smooth-Musc	chr18:66216148-66217209	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dermal-Fibro	chr18:67979851-67980068	U	0	0.107	0.018	0	0.018	0.05	0.01	0	0	0	0.043	0.267	0.556	0.052	0	0.417	0	0	0.064	0.026	0	0.026	0.029	0.135	0.025	0	0	0	0.032	0.211	0.192	0.028	0.038	0.049	0	0	0	0.031	0.041	0
Pancreas-Delta	chr18:69435152-69435528	U	0	0	0	0.077	0	0	0	0	0	0	0	0.091	0	0	0	0.385	0	0	0.139	0.045	0	0	0	0	0.056	0.154	0	0	0	0.043	0.389	0.333	0.579	0.059	0	0.273	0	0.125	0.125	0
Megakaryocytes	chr18:69469643-69469760	U	0	0	0	0	0.002	0.009	0.012	0	0.032	0.008	0	0.016	0	0.009	0.029	0.092	0	0	0.017	0.009	0.008	0.008	0	0.004	0.015	0	0.002	0	0	0	0.008	0	0	0	0.5	0.007	0	0	0	0
Fallopian-Ep	chr18:69622911-69624313	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heart-Cardio	chr18:70000748-70001258	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0.976	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oligodend	chr18:70138884-70139647	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0.003	0	0	0	0	0	0	0.041	0.946	0	0	0.255	0.147	0.238	0	0	0	0	0	0.006	0
Dermal-Fibro	chr18:70275888-70276608	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Prostate-Ep	chr18:70304673-70305003	U	0	0.056	0	0	0	0	0.003	0	0	0	0.117	0	0	0	0	0.067	0	0	0	0	0	0	0	0	0	0	0.01	0	0.075	0	0	0	0	0	0	0.699	0	0	0.128	0
Lung-Ep-Bron	chr18:70365199-70365366	U	0.008	0	0.011	0.014	0.013	0.034	0.036	0.088	0.008	0	0	0.038	0	0.013	0.019	0.388	0	0.027	0.002	0.025	0.011	0.013	0.019	0	0.038	0.827	0	0.032	0	0.02	0.008	0	0	0	0.143	0.021	0.456	0	0.005	0
Smooth-Musc	chr18:70691600-70692306	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Breast-Luminal-Ep	chr18:70785710-70785900	U	0.036	0.007	0	0.018	0.011	0	0.01	0.086	0.52	0.648	0.012	0	0.036	0.04	0.088	0.217	0.012	0	0.014	0.023	0.014	0.245	0.004	0.038	0.024	0.007	0	0	0.087	0.172	0.051	0.093	0.038	0.016	0	0.053	0	0	0.306	0.011
Prostate-Ep	chr18:71282092-71282224	U	0.009	0.69	0	0.023	0.005	0.009	0.011	0	0.017	0.012	0.019	0.034	0.067	0.013	0	0.27	0	0	0.04	0.062	0.014	0.149	0.007	0.034	0	0.025	0.006	0.007	0.024	0.054	0.01	0.021	0.033	0.016	0	0.766	0	0	0.159	0
Smooth-Musc	chr18:73045211-73046055	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Heart-Cardio	chr18:73829312-73829382	U	0	0	0	0.012	0.004	0	0	0	0	0	0	0.012	0	0.008	0	0.153	0	0	0.002	0.013	0.916	0.049	0	0.008	0	0.012	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0
Ovary-Ep	chr18:74013023-74013114	U	0	0.117	0.017	0.095	0.094	0.025	0.008	0	0	0	0.059	0.074	0	0.015	0.037	0.24	0.238	0.08	0.102	0.007	0	0.07	0.009	0.037	0.074	0.008	0.011	0	0.871	0.041	0	0	0	0.013	0	0.02	0.017	0.007	0.016	0.013
Bladder-Ep	chr18:74235665-74235993	U	0	0.757	0.015	0	0.014	0	0.015	0.214	0.03	0.088	0	0	0	0	0	0.057	0	0	0.036	0.007	0	0	0.008	0	0.095	0.074	0	0	0	0.065	0	0	0	0	0	0.015	0.033	0	0.021	0
Bone-Osteob	chr18:74434695-74434863	U	0	0	0	0	0.004	0.027	0.005	0.941	0	0	0	0.029	0	0.003	0	0.187	0	0	0	0.004	0	0.041	0	0	0	0	0	0	0	0.006	0.008	0	0	0	0	0	0	0	0.054	0
Oligodend	chr18:74534117-74534551	U	0.03	0	0	0.003	0.002	0.004	0.008	0.024	0	0.004	0	0.005	0.053	0.007	0	0.092	0	0	0	0.005	0.057	0.027	0	0	0	0.006	0.055	0.925	0	0	0.004	0.005	0	0	0	0	0.115	0	0.027	0
Pancreas-Beta	chr18:74629583-74629762	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0	0.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0.026	0	0.429	0.061	0	0	0	0	0	0	0
Pancreas-Beta	chr18:74853066-74853875	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167	0.143	0	0	0.036	0.015	0	0	0.018	0	0	0.059	0	0	0.13	0	0.714	1	0.3	0	0	0	0	0	0	0
Lung-Ep-Alveo	chr18:74958067-74958250	U	0.008	0	0.005	0	0.006	0.007	0	0.237	0.636	0.25	0.003	0	0	0.005	0	0.128	0	0	0	0.025	0	0.014	0	0	0.974	0.478	0.019	0	0	0.005	0	0.022	0	0	0	0.02	0	0	0.025	0.261
Heart-Fibro	chr18:75005924-75006171	U	0.049	0.047	0	0	0.001	0	0	0.019	0	0	0	0.261	0	0.127	0.019	0.073	0	0	0.003	0.002	0	0.895	0.044	0.009	0.042	0.005	0.002	0	0	0.004	0	0	0	0	0	0.013	0.071	0	0.31	0.006
Blood-T	chr18:75071576-75071702	U	0.065	0.007	0.022	0.312	0.192	0.261	0.637	0	0	0	0.013	0.148	0	0.036	0	0.256	0	0	0.003	0.012	0	0.032	0.021	0.009	0	0	0	0	0	0.014	0	0	0	0	0.222	0	0.081	0.007	0.008	0
Prostate-Ep	chr18:75132719-75132825	U	0	0.238	0	0	0.003	0	0	0.133	0	0	0	0	0	0	0	0.104	0	0	0.003	0	0	0.011	0.018	0	0.012	0	0.003	0	0	0.022	0	0	0	0	0	0.417	0	0	0	0
Heart-Fibro	chr18:75680915-75681124	U	0.31	0.01	0	0	0.003	0	0.014	0	0	0	0.013	0.068	0.458	0.091	0	0.238	0	0	0.008	0.004	0.062	0.843	0	0.045	0	0	0.005	0	0	0.011	0	0	0	0	0	0.021	0.068	0	0.267	0.021
Breast-Luminal-Ep	chr18:75683666-75683806	U	0	0	0	0	0.007	0	0.01	0	0.107	0.861	0	0.033	0	0.004	0.061	0.148	0	0	0	0.056	0	0.08	0.003	0.03	0	0.025	0.016	0	0	0	0	0	0	0	0	0.122	0	0.004	0.034	0
Dermal-Fibro	chr18:76176122-76176269	U	0.061	0.01	0.016	0.007	0.006	0	0.01	0.133	0.006	0	0.007	0.01	0.562	0.012	0	0.152	0	0	0.013	0.006	0	0.111	0	0.039	0	0	0.074	0	0	0.031	0.008	0	0	0	0	0	0	0.01	0.176	0
Megakaryocytes	chr18:76357504-76357607	U	0.047	0	0	0.007	0	0	0	0	0	0.009	0	0.022	0	0.015	0	0.071	0	0	0	0	0	0.023	0	0	0	0	0.009	0.007	0	0.016	0	0	0	0	0.75	0.006	0	0	0.015	0
Megakaryocytes	chr18:76367528-76368055	U	0	0	0.013	0	0.01	0.01	0.019	0	0	0	0	0.014	0	0.019	0	0.041	0	0	0	0	0	0	0.004	0	0	0	0	0	0.016	0	0	0	0	0	0.714	0	0	0	0	0
Blood-Granul	chr18:76507944-76508031	U	0.024	0	0	0.955	0.083	0	0.011	0.04	0	0	0	0.027	0	0.008	0	0.083	0	0	0	0.004	0	0.008	0.009	0.03	0	0	0.003	0.008	0	0.038	0	0.012	0	0.018	0	0.009	0.088	0	0.024	0.01
Bladder-Ep	chr18:76534909-76535062	U	0.007	0.881	0	0	0.002	0.01	0.01	0	0	0.283	0	0.037	0	0.006	0.097	0.062	0	0	0.002	0.011	0	0.024	0.018	0	0	0	0	0	0	0.029	0	0	0	0	0	0.219	0.012	0	0.024	0
Prostate-Ep	chr18:76782939-76783232	U	0.011	0.132	0.01	0.012	0.007	0.013	0.008	0	0.051	0.185	0.092	0.019	0	0.008	0	0.144	0	0	0.084	0.142	0	0.048	0	0.018	0.105	0.356	0	0	0	0.081	0	0.032	0	0	0	0.677	0	0.009	0.072	0
Pancreas-Alpha	chr18:76829796-76830028	U	0	0	0	0	0.001	0	0	0	0	0	0.002	0	0	0	0	0.018	0	0	0	0	0	0	0.005	0	0	0.007	0.002	0	0.004	0	0.534	0.027	0	0	0	0	0	0.003	0	0
Oligodend	chr18:76885657-76886407	U	0	0	0	0	0	0	0	0	0	0.01	0.007	0.179	0	0.004	0	0.057	0	0	0	0.015	0	0	0	0	0.01	0.051	0.052	0.94	0	0	0	0	0.009	0	0	0.006	0.022	0	0	0
Heart-Cardio	chr18:76925260-76925403	U	0	0	0	0	0	0	0	0	0	0	0	0.011	0	0.002	0	0.027	0	0	0	0	0.908	0	0	0	0.015	0	0.003	0	0	0	0.067	0.009	0.046	0	0	0	0	0	0	0
Pancreas-Alpha	chr18:76947137-76947562	U	0	0	0	0	0	0	0	0.143	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.033	1	0.286	0	0	0	0	0	0	0	0
Oligodend	chr18:76991436-76991753	U	0.012	0	0	0	0.005	0	0.002	0	0	0	0	0	0	0.004	0	0.074	0	0	0	0.006	0.015	0.01	0.008	0.003	0	0	0.047	0.935	0	0	0	0	0	0	0	0	0	0	0	0
Oligodend	chr18:76991767-76992014	U	0	0	0	0	0	0	0	0.022	0	0	0.004	0	0	0.002	0.03	0.107	0	0	0	0	0	0.007	0	0	0	0	0.058	0.87	0	0.013	0	0	0	0	0	0	0	0	0.006	0
