target	hg38	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Bladder-Ep	chr6:34810402-34810867	U	0	0.855	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0.024	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0
Breast-Basal-Ep	chr6:35089361-35089698	U	0.016	0	0.006	0	0.003	0	0.002	0	0.805	0.008	0	0	0.011	0.031	0.024	0.052	0	0	0	0.003	0	0.004	0.022	0.038	0.002	0.003	0.01	0.007	0	0	0	0	0	0	0	0.006	0.005	0	0.005	0
Skeletal-Musc	chr6:36368919-36369102	U	0.007	0	0	0.022	0.004	0	0	0	0	0	0	0.025	0	0	0	0.144	0	0	0	0.002	0.007	0.023	0.005	0	0.004	0.139	0.018	0.012	0	0.028	0	0	0.009	0.007	0	0	0.596	0.005	0.059	0
Liver-Hep	chr6:37146714-37147172	U	0	0	0	0	0.011	0.01	0	0.029	0	0	0.003	0.015	0	0.003	0	0.071	0	0	0	0.004	0	0.017	0.022	0.886	0	0	0.003	0	0.008	0.007	0	0.01	0.009	0	0	0	0	0	0.018	0.008
Small-Int-Ep	chr6:42996291-42996451	U	0	0.011	0	0	0	0	0.002	0	0	0	0.003	0	0	0.001	0	0.02	0	0	0.004	0.002	0.006	0	0.003	0	0	0	0	0	0	0	0.007	0.013	0	0	0	0.006	0	0.805	0	0
Blood-Granul	chr6:52334637-52334754	U	0.012	0.007	0.007	0.928	0.016	0.013	0	0	0	0.022	0.005	0.03	0.034	0.002	0	0.069	0	0	0.005	0.006	0	0.01	0.004	0.005	0.006	0.009	0.027	0	0	0	0	0	0	0	0	0	0.261	0	0.007	0
Blood-B	chr6:63665467-63665709	U	0	0	0.902	0	0.008	0.027	0.02	0	0	0	0	0.115	0	0.01	0	0.12	0.042	0	0	0.007	0	0	0.014	0	0	0.028	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bone-Osteob	chr6:70302443-70302600	U	0.008	0.011	0.017	0.009	0.004	0.023	0.008	1	0	0.038	0	0.051	0	0.003	0	0.132	0	0	0	0.004	0	0.045	0	0.012	0.005	0	0	0	0	0.038	0.009	0.02	0.01	0	0	0.007	0	0.016	0.026	0
Prostate-Ep	chr6:74862765-74863024	U	0	0	0	0.024	0.01	0	0.002	0	0	0	0.007	0.043	0	0.002	0	0.194	0	0	0.007	0.01	0	0	0.005	0.026	0	0	0	0	0	0	0	0	0	0	0	0.755	0	0	0.025	0
Lung-Ep-Alveo	chr6:75719014-75719846	U	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0.003	0	0.049	0	0	0	0	0.029	0.018	0.004	0	0.717	0	0	0.011	0	0	0	0	0	0	0	0	0	0	0.007	0
Breast-Luminal-Ep	chr6:83211659-83212045	U	0	0.012	0	0	0.007	0	0.004	0	0.2	1	0.01	0	0	0.008	0	0.316	0	0	0	0	0	0	0	0	0	0	0	0	0.032	0.016	0	0.069	0	0	0	0.061	0	0	0	0
Gastric-Ep	chr6:107067894-107068034	U	0	0	0	0	0.002	0	0.002	0	0	0	0	0.009	0	0	0	0.11	0	0.064	0.959	0.009	0	0.011	0	0	0.062	0.015	0	0	0	0.005	0	0	0.009	0	0	0	0	0.004	0.013	0
Gallbladder	chr6:110951664-110951996	U	0.015	0.004	0	0.005	0.011	0	0.004	0	0	0	0	0	0	0.002	0	0.04	0.038	0.981	0	0.001	0	0	0.024	0.013	0.003	0	0.002	0	0.02	0	0	0	0	0	0	0.009	0	0.003	0.004	0
Gastric-Ep	chr6:118833518-118833864	U	0	0.038	0	0	0	0	0	0	0	0	0.111	0	0.03	0.001	0	0.111	0.044	0.091	0.987	0.006	0.007	0	0.003	0	0.022	0.059	0	0	0.047	0.038	0.047	0.017	0.04	0	0	0.006	0	0.033	0.019	0
Gastric-Ep	chr6:126015205-126015510	U	0	0	0	0	0.006	0	0.005	0	0.009	0	0.004	0	0	0	0	0.028	0	0	0.971	0.005	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014	0	0	0
Liver-Hep	chr6:133976627-133976771	U	0	0	0	0	0.002	0	0	0	0	0	0.016	0	0	0.003	0	0	0	0	0	0.007	0	0	0	0.953	0.012	0	0	0	0	0	0	0	0.024	0	0	0	0	0	0	0.01
Bone-Osteob	chr6:143125912-143126266	U	0.025	0	0	0	0.003	0.011	0	0.964	0	0	0	0	0.083	0.021	0	0.094	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0.076	0	0	0	0	0	0	0.01	0
Adipocytes	chr6:148381155-148381687	U	1	0	0.105	0	0.051	0	0.026	0	0	0	0	0.111	0.667	0.264	0	0.381	0	0	0	0	0	0.6	0	0	0	0	0.15	0.125	0	0	0	0	0	0	0	0	0	0	0.176	0
Kidney-Ep	chr6:149547056-149547293	U	0	0	0.029	0.005	0.005	0	0.004	0.021	0.027	0	0.036	0.063	0	0.005	0	0.005	0	0	0	0	0.004	0.006	0.741	0.003	0	0.005	0	0	0	0.004	0	0	0	0	0	0	0	0	0.004	0
Adipocytes	chr6:150799734-150799940	U	0.575	0.012	0	0	0.011	0	0	0	0.009	0	0	0.024	0.182	0.035	0.027	0.07	0	0	0	0	0	0.007	0	0.004	0	0	0.003	0.006	0	0.011	0.009	0.021	0	0	0	0.006	0.093	0	0.034	0
Lung-Ep-Bron	chr6:151096652-151097232	U	0.074	0	0	0.012	0.007	0	0	0	0.009	0	0.009	0	0	0	0	0.102	0.012	0	0	0.003	0	0	0	0	0.068	0.975	0.004	0	0.007	0	0.046	0	0	0	0	0	0	0	0	0.022
Lung-Ep-Alveo	chr6:151262022-151262251	U	0	0	0	0	0.012	0.006	0.001	0	0	0.006	0.002	0.034	0.022	0.015	0.039	0.164	0	0	0.006	0.018	0.017	0.072	0	0	0.878	0.025	0.004	0	0	0.004	0	0	0	0	0	0	0	0	0.024	0.012
Bone-Osteob	chr6:154459537-154459977	U	0	0	0	0.175	0.02	0	0.006	0.857	0	0	0	0.093	0.098	0.002	0	0.15	0	0	0	0.003	0	0.012	0.042	0.016	0	0	0.008	0	0	0	0	0	0	0	0	0	0.119	0	0.016	0
Thyroid-Ep	chr6:154956984-154957464	U	0	0.03	0	0	0.002	0	0.003	0	0	0	0.004	0.011	0	0	0	0.06	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0	0	0.006	0.982
Adipocytes	chr6:155036860-155037246	U	0.687	0	0	0	0	0	0.011	0.067	0.19	0	0	0.019	0.037	0.201	0.037	0.146	0	0	0.003	0.008	0	0	0	0	0	0	0	0.009	0.01	0	0	0	0	0	0	0	0.053	0	0.068	0
Liver-Hep	chr6:160079556-160080020	U	0	0	0	0	0.013	0	0	0.009	0	0.002	0.012	0	0	0	0	0.019	0	0	0.001	0	0	0	0.001	0.96	0	0.002	0.024	0	0	0	0	0	0.007	0	0	0.014	0	0	0	0
Head-Neck-Ep	chr6:161742102-161742500	U	0	0.053	0.085	0.022	0.008	0.014	0.019	0	0	0	0	0.094	0	0.011	0	0.188	0	0	0	0.749	0	0.049	0.018	0	0.012	0.026	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0
Heart-Fibro	chr6:169167682-169167797	U	0.006	0	0.006	0	0	0	0.005	0	0	0	0.003	0	0.023	0.087	0	0.158	0.009	0	0.002	0	0	0.918	0.005	0.007	0.004	0.006	0	0	0	0.023	0.022	0	0	0	0	0.012	0	0	0.041	0.007
Heart-Fibro	chr6:169168764-169169045	U	0	0	0	0.007	0	0.005	0.005	0	0	0	0	0.017	0.016	0.061	0	0.12	0.034	0	0.006	0.004	0.03	0.926	0.016	0.029	0.012	0.003	0	0.003	0	0.073	0.112	0.038	0.051	0.007	0	0	0.006	0.003	0.103	0
Blood-NK	chr6:170111044-170111143	U	0.043	0	0.01	0	0.017	0.931	0.081	0.103	0	0	0.033	0.051	0.037	0.007	0	0.091	0	0	0.008	0	0	0.1	0.009	0	0.023	0	0	0	0	0	0	0	0.017	0	0	0	0	0.015	0.061	0
Bone-Osteob	chr6:170446956-170447184	U	0	0	0	0	0	0.037	0.007	1	0	0	0	0	0	0.007	0	0.235	0	0	0.042	0	0	0.053	0.012	0.019	0	0	0.016	0	0	0	0	0	0	0.029	NA	0	0.083	0	0	0
Prostate-Ep	chr7:253731-253847	U	0.017	0.22	0.021	0	0.002	0.02	0.014	0	0.009	0.32	0.015	0.022	0	0	0.24	0.163	0.008	0	0.004	0.122	0	0	0.187	0	0	0.025	0.18	0.006	0.021	0	0	0.009	0	0	0	0.931	0.604	0	0	0
Prostate-Ep	chr7:253893-254159	U	0	0.246	0	0	0.001	0	0.004	0	0.012	0.286	0	0.016	0	0.002	0.164	0.082	0.012	0	0	0.133	0	0.006	0.188	0	0	0.004	0.15	0	0.028	0	0	0	0	0	0	0.944	0.429	0	0.018	0
Prostate-Ep	chr7:254175-254388	U	0	0.208	0	0	0	0	0	0	0.009	0.364	0	0	0	0	0.125	0.055	0	0	0	0.102	0	0	0.195	0	0	0	0.028	0	0.009	0	0	0	0	0	0	0.914	0	0	0	0
Blood-NK	chr7:2000310-2000555	U	0.005	0	0.031	0.014	0.005	0.782	0.028	0.019	0	0	0	0	0	0.002	0	0.062	0	0.019	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heart-Cardio	chr7:2007249-2007410	U	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.029	0	0	0	0.001	0.945	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0.021	0	0.005	0
Gallbladder	chr7:2028120-2028318	U	0.006	0	0	0	0.002	0	0.002	0	0	0	0.003	0	0	0.002	0	0.017	0	0.818	0.002	0	0.005	0	0.002	0	0	0	0.008	0.005	0	0.005	0	0	0	0	0	0	0	0.007	0.004	0
Heart-Cardio	chr7:2213848-2214406	U	0	0	0	0	0	0.003	0	0	0	0	0.001	0	0	0	0	0.032	0	0	0	0.002	0.856	0.002	0	0	0	0	0.028	0	0	0	0.003	0	0	0.003	0	0	0	0	0.002	0.003
Blood-Mono+Macro	chr7:2244847-2244977	U	0.05	0.005	0.066	0.073	0.604	0	0	0	0	0	0.003	0	0	0.003	0	0.031	0.006	0	0	0.002	0	0	0.002	0.013	0	0	0.01	0.017	0	0.004	0	0	0	0	0.083	0	0.053	0	0	0
Eryth-prog	chr7:2329372-2329526	U	0	0	0	0	0.002	0	0	0	0	0	0	0.01	0	0	0	0.926	0	0	0.002	0.002	0	0.012	0	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0.02	0.004	0	0
Pancreas-Acinar	chr7:2375812-2376033	U	0.007	0	0	0	0	0.023	0.003	0.051	0	0	0	0	0	0.001	0	0.012	0	0	0	0.002	0	0	0.003	0	0	0	0	0	0	0.944	0	0	0	0.014	0	0	0	0.005	0.014	0
Blood-T	chr7:3461942-3462236	U	0.02	0.014	0.018	0.011	0.036	0.386	0.929	0.042	0	0	0	0.122	0.048	0.015	0	0.348	0	0	0.007	0.026	0	0.057	0.018	0.03	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0	0.042	0
Heart-Fibro	chr7:3998749-3999142	U	0	0	0	0.017	0.002	0	0	0	0	0	0.006	0	0	0.008	0	0.139	0	0	0.004	0	0.005	0.777	0.01	0	0	0	0.138	0	0	0	0	0	0	0	0	0	0.022	0	0.041	0
Adipocytes	chr7:5584214-5584461	U	0.882	0.022	0.029	0	0	0	0.006	0.5	0	0	0.014	0.143	0.364	0.106	0	0.455	0	0	0.032	0	0	0.483	0.013	0	0	0	0.031	0.19	0.13	0.206	0	0.042	0	0	0	0	0.167	0.095	0.319	0
Pancreas-Delta	chr7:6180504-6180921	U	0.007	0	0	0	0.002	0	0.001	0	0	0	0.003	0	0	0.001	0	0.031	0	0	0.004	0	0	0	0.003	0	0.015	0	0.022	0	0	0.005	0	0	0.702	0	0	0.005	0	0	0.005	0
Dermal-Fibro	chr7:6226802-6227125	U	0.083	0.004	0.004	0	0.002	0.012	0.004	0.031	0.014	0.012	0.002	0.088	0.612	0.02	0.015	0.044	0	0	0.006	0.006	0.013	0.029	0.002	0.008	0	0	0.073	0.004	0.005	0.004	0	0	0	0.01	0	0.004	0.065	0.003	0.057	0
Bone-Osteob	chr7:6913061-6913300	U	0.005	0	0.004	0	0	0	0.002	0.935	0.03	0.031	0.002	0.015	0.022	0.003	0.013	0.168	0	0	0	0.008	0.017	0.011	0.002	0	0	0	0.074	0.045	0	0.004	0.006	0	0	0	0	0	0.038	0	0.016	0.005
Kidney-Ep	chr7:12544337-12544437	U	0	0	0.021	0	0.008	0	0.042	0.077	0	0	0.015	0.023	0	0.014	0	0.175	0	0	0	0.031	0	0.018	0.905	0.047	0	0.066	0	0	0.212	0.022	0	0	0	0	0	0	0	0	0	0.02
Dermal-Fibro	chr7:15077511-15077713	U	0.097	0	0.016	0.014	0.015	0	0.007	0.024	0	0.026	0.011	0.037	0.581	0.019	0	0.149	0.027	0	0.007	0.009	0.006	0.038	0.021	0.012	0.011	0	0.005	0.019	0.023	0.024	0.008	0.01	0.022	0.009	0	0.013	0.014	0.006	0.016	0.009
Oligodend	chr7:24865392-24865654	U	0	0	0	0	0	0	0	0	0	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.023	0.933	0	0	0.043	0	0	0	0	0	0	0	0	0
Dermal-Fibro	chr7:31030952-31031258	U	0.103	0.01	0	0	0	0	0.001	0	0	0	0	0.029	1	0.002	0.019	0.076	0	0	0	0.002	0	0	0	0.007	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0
Heart-Fibro	chr7:35530282-35530476	U	0.017	0.01	0.008	0	0.005	0	0.001	0	0	0	0	0.012	0	0.025	0	0.149	0	0	0	0	0.013	0.631	0	0	0	0	0	0	0	0.015	0	0	0	0	0	0	0	0.006	0.065	0
Dermal-Fibro	chr7:36610815-36611114	U	0.376	0.005	0.005	0	0.004	0	0	0.086	0.033	0	0	0.023	0.975	0.046	0	0.12	0	0	0.011	0.02	0	0.113	0.003	0.01	0	0.006	0.048	0.012	0	0	0.016	0.01	0	0	0	0.037	0.277	0.005	0.194	0
Bladder-Ep	chr7:44934331-44934676	U	0.02	0.805	0	0	0.005	0	0.002	0	0	0.025	0.014	0	0.027	0.006	0	0.141	0	0	0.037	0.003	0	0	0.004	0	0	0	0	0	0	0	0	0.014	0	0	0	0.078	0.041	0.013	0.036	0
Ovary-Ep	chr7:54833409-54833522	U	0.022	0.014	0	0.013	0.026	0.025	0.023	0.059	0.09	0.126	0	0	0	0.004	0	0.176	0.131	0	0.06	0.027	0.029	0.033	0.175	0.088	0	0.015	0.039	0.045	0.882	0.059	0.031	0.045	0	0.052	0	0	0	0	0.005	0.095
Lung-Ep-Bron	chr7:65251208-65251412	U	0.026	0.009	0.022	0.086	0.026	0.041	0.025	0	0.021	0.023	0.019	0.018	0	0.017	0.019	0.169	0.028	0.018	0.019	0.023	0.011	0.011	0.013	0.01	0.119	0.916	0.056	0.019	0.044	0.015	0.029	0	0.008	0.012	0	0.005	0.012	0.031	0.028	0.015
Lung-Ep-Bron	chr7:65251435-65251492	U	0.009	0	0.038	0.021	0.024	0.022	0.009	0	0.02	0.012	0.013	0.046	0	0.027	0	0.187	0.01	0	0.015	0.018	0	0.058	0.022	0.013	0.082	0.882	0.015	0	0.01	0.027	0.014	0	0	0.011	0	0.017	0.034	0.023	0.058	0.071
Colon-Ep	chr7:66473604-66473834	U	0	0.01	0.005	0	0.004	0	0.001	0	0	0	0.956	0	0	0.004	0	0.038	0	0	0	0.004	0	0	0.01	0	0	0	0.002	0	0.018	0	0	0.009	0	0	0.091	0.005	0	0.03	0.005	0.009
Lung-Ep-Alveo	chr7:66609963-66610098	U	0	0.034	0	0	0.002	0	0	0.024	0	0	0.003	0	0	0.001	0	0.042	0	0	0	0	0	0	0	0	0.845	0.006	0.003	0	0.007	0.006	0	0.012	0	0	0	0.006	0	0.005	0.006	0.018
Colon-Ep	chr7:73993449-73993800	U	0	0.003	0.003	0	0.011	0	0.001	0.013	0	0	0.92	0.013	0	0.001	0	0.077	0	0	0.001	0.002	0.003	0	0.002	0	0	0.015	0	0	0	0.006	0.004	0.015	0.005	0	0	0.006	0	0.044	0.008	0
Liver-Hep	chr7:74709954-74710428	U	0.04	0	0	0	0	0	0	0.125	0.059	0	0.009	0	0	0.004	0	0.031	0	0	0	0.03	0	0.015	0.009	0.893	0	0	0	0.041	0	0	0.019	0	0	0	0	0	0	0	0.012	0
Head-Neck-Ep	chr7:75094341-75095449	U	0	0	0	0	0	0	0	0.25	0	0	0	0	0	0	1	0.1	0	NA	0	0.705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blood-Mono+Macro	chr7:77237143-77237247	U	0.062	0	0	0.009	0.716	0	0	0	0	0	0	0	0	0	0	0.11	0	0	0	0.002	0.015	0	0	0.004	0	0	0.007	0	0	0	0	0	0	0	0	0	0.026	0	0.013	0
Kidney-Ep	chr7:88011307-88011527	U	0	0	0.011	0	0	0	0.005	0.048	0	0.007	0.005	0	0	0.007	0.019	0.146	0	0	0.003	0.007	0	0.053	0.831	0.006	0.008	0.004	0.004	0.004	0.019	0.008	0.006	0	0	0.004	0	0.004	0	0.011	0.047	0.012
Adipocytes	chr7:95607776-95608136	U	1	0.071	0	0	0.087	0	0	1	0	0	0.083	0	0	0.115	0	0.25	0	0	0	0	0	0.5	0	0.267	0	0	0	0	0	0.143	0	0	0	0	0	0	0	0.1	0.308	0
Bladder-Ep	chr7:97779325-97779429	U	0	0.885	0.008	0.03	0.007	0	0.001	0.027	0	0.01	0	0.012	0.04	0.004	0	0.268	0	0	0.005	0.003	0	0.101	0	0	0.006	0.008	0	0.009	0	0.008	0.01	0	0	0	0	0.163	0	0	0.064	0
Pancreas-Acinar	chr7:98212279-98212508	U	0	0	0	0	0	0.008	0	0	0.008	0	0	0	0	0.002	0	0.018	0	0	0.005	0	0	0	0	0	0	0.006	0	0	0	0.96	0	0	0.015	0.024	0	0	0	0	0	0.008
Blood-B	chr7:98314656-98314867	U	0	0	0.958	0	0.033	0	0.009	0	0.007	0	0	0.2	0	0.03	0	0.101	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.01	0	0.022	0
Eryth-prog	chr7:100535288-100535445	U	0	0	0	0	0	0	0.001	0.019	0	0	0	0	0	0.001	0	0.98	0	0	0.004	0	0	0.033	0	0.004	0.006	0	0	0.006	0	0	0	0	0.009	0	0	0	0.015	0	0.019	0.01
Colon-Ep	chr7:100970763-100970929	U	0	0.039	0.016	0	0.015	0.027	0.018	0.036	0	0	0.958	0	0	0.008	0.032	0.182	0.009	0	0.006	0.002	0.021	0.016	0.023	0	0.007	0.015	0.006	0	0.015	0.006	0.028	0	0.013	0.025	0	0.007	0	0	0.017	0
Small-Int-Ep	chr7:101234302-101234647	U	0.004	0	0.004	0	0.002	0	0.002	0	0	0.005	0.006	0.006	0	0.002	0.015	0.014	0	0.167	0.014	0.011	0	0.004	0	0	0.003	0.028	0.002	0	0	0	0	0.007	0	0	0	0.003	0.015	0.921	0.003	0
Pancreas-Delta	chr7:101932217-101932429	U	0	0	0.009	0	0	0	0	0	0	0.007	0	0	0	0.095	0.042	0.026	0.019	0	0.002	0.002	0.043	0	0.002	0	0	0	0.055	0	0.012	0.008	0.066	0.374	0.994	0.31	0	0	0	0	0	0
Pancreas-Delta	chr7:101932471-101932957	U	0	0	0.004	0	0	0	0	0	0	0	0	0.009	0	0.002	0	0.044	0	0	0	0.003	0	0.005	0.007	0	0	0	0.053	0	0	0	0	0.168	0.879	0	0	0	0	0	0	0
Head-Neck-Ep	chr7:102009289-102009540	U	0	0.009	0	0	0.002	0	0.002	0	0	0.155	0.17	0	0	0	0.38	0.017	0.007	0	0.002	0.974	0	0.006	0	0.004	0.013	0.177	0	0.012	0.007	0	0	0	0	0.007	0	0.016	0	0.078	0.006	0
Oligodend	chr7:105565330-105565591	U	0.009	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.058	0	0	0.002	0.002	0.008	0	0.007	0	0	0	0.084	0.95	0	0	0	0	0	0	0	0	0	0	0.01	0
Blood-Mono+Macro	chr7:107028249-107028462	U	0.093	0.027	0.02	0.05	0.793	0	0.003	0	0	0	0.007	0.042	0	0	0	0.008	0	0	0.005	0.005	0.015	0.019	0	0.009	0	0.007	0.003	0.008	0	0	0.02	0	0.024	0.024	0	0	0.026	0.006	0	0
Head-Neck-Ep	chr7:108210963-108211502	U	0	0.027	0	0	0.014	0	0.034	0	0	0.023	0.016	0	0	0.004	0.062	0.298	0	0.053	0.007	0.933	0	0	0.009	0	0.015	0	0.045	0.024	0.023	0	0	0	0	0	0	0.015	0.054	0.014	0.092	0.024
Head-Neck-Ep	chr7:110919596-110919899	U	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0.667	0.286	0	NA	0.03	0.808	0.3	0.167	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0.091	0
Pancreas-Beta	chr7:111731160-111731527	U	0.004	0	0.003	0.007	0.006	0.033	0.014	0	0	0	0	0.01	0	0.001	0	0.187	0	0	0.002	0.007	0.01	0.01	0.002	0.002	0.003	0	0.054	0.006	0.003	0.027	0.175	0.911	0.147	0	0	0	0.006	0	0.005	0
Oligodend	chr7:119360065-119360133	U	0	0	0	0.009	0.003	0.011	0.003	0	0	0	0.008	0	0	0.007	0	0.132	0.009	0	0.023	0.002	0	0.066	0.004	0.005	0	0	0.035	0.885	0.007	0	0.034	0	0	0	0	0.008	0.016	0.018	0.029	0
Fallopian-Ep	chr7:123870684-123870788	U	0.012	0	0	0	0.006	0.013	0.008	0	0	0	0	0.016	0.045	0.014	0	0.195	0.767	0	0	0.003	0	0.08	0	0	0.007	0	0.038	0.007	0.027	0.008	0.012	0	0	0	0	0.008	0.031	0.015	0.068	0.02
Neuron	chr7:128030117-128030409	U	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.028	0	0	0	0	0	0	0	0	0	0	0.678	0.007	0	0	0	0	0	0	0	0	0	0	0	0
Neuron	chr7:128030416-128030582	U	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.003	0.159	0.004	0	0.038	0.001	0.01	0	0	0.042	0.002	0.149	0.033	0.905	0.012	0	0.004	0.178	0.014	0	0	0	0.046	0	0.003	0.007	0
Blood-Granul	chr7:128678601-128679318	U	0	0	0	0.968	0.01	0	0.003	0	0	0	0	0	0	0	0	0.205	0	0	0	0.002	0	0	0	0.009	0	0	0	0	0	0	0.024	0	0	0	0	0	0.107	0	0	0
Megakaryocytes	chr7:129607187-129607746	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Acinar	chr7:130381678-130381840	U	0.012	0	0	0	0.004	0	0	0	0	0	0	0.018	0.028	0.053	0	0.049	0	0	0	0.002	0	0.058	0	0.011	0	0	0.007	0	0	0.97	0	0	0	0.047	0	0	0.108	0	0.03	0
Pancreas-Acinar	chr7:130381884-130382190	U	0	0	0	0	0	0	0.002	0	0	0	0	0.009	0	0.009	0	0.044	0	0	0	0	0	0.007	0	0.017	0.005	0	0.002	0	0	0.99	0.008	0	0	0.014	0	0	0	0	0	0.015
Thyroid-Ep	chr7:134928775-134928952	U	0	0.02	0.021	0.025	0.013	0.031	0.004	0	0.034	0	0.002	0	0	0.001	0.015	0.04	0.012	0	0	0.012	0.065	0.005	0.018	0	0.026	0	0	0	0	0.004	0.007	0	0.008	0	0	0	0	0.004	0.004	0.947
Adipocytes	chr7:135165081-135165411	U	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0.091	0	0	0.5	NA	0	0	0	0	0	0	NA	1	0	0	0	0	0	NA	0	0	NA	0	1	0	0	NA
Blood-T	chr7:142789812-142790205	U	0.019	0.008	0.021	0	0.032	0.527	0.989	0.042	0.007	0.008	0	0.053	0.026	0.003	0.018	0.061	0	0	0.002	0.005	0.015	0.036	0	0.014	0.004	0	0.006	0	0	0	0.021	0.021	0.016	0	0.067	0	0	0.004	0.024	0
Blood-T	chr7:142791595-142791866	U	0.04	0	0	0	0	0.107	0.897	0.25	0	0	0.05	0	0	0.056	0.077	0.189	0	0	0.067	0.025	0	0.172	0.012	0.141	0.073	0.054	0	0.04	0	0	0.033	0.062	0.032	0	0	0	0	0.023	0.25	0
Lung-Ep-Alveo	chr7:149161670-149162243	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0	0.037	0	0	0	0.002	0	0	0.003	0.003	0.809	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0
Ovary-Ep	chr7:149204449-149204626	U	0.105	0.006	0	0	0	0	0.002	0.033	0.01	0.291	0.006	0	0.067	0.01	0.031	0.02	0.244	0.045	0.009	0	0	0.03	0	0	0.013	0.009	0	0	0.773	0	0.01	0.076	0.026	0	0	0.008	0.051	0	0.03	0
Pancreas-Delta	chr7:152153815-152154314	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049	NA	0	0	0	0.071	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.636	0	0	0	0	0	0	0
Gastric-Ep	chr7:152469423-152469792	U	0.014	0.02	0	0	0	0.023	0.004	0	0	0	0	0	0.105	0.012	0	0.143	0.111	0	0.985	0	0	0.01	0.004	0	0	0	0.009	0	0	0.007	0.037	0	0.019	0.01	0	0	0	0	0.049	0
Bladder-Ep	chr7:155788652-155788718	U	0.01	0.873	0	0	0	0	0	0.025	0.118	0	0.005	0.014	0	0	0	0.021	0	0	0	0.036	0	0	0.026	0	0	0	0.004	0	0.014	0	0	0	0	0	0	0.067	0	0	0	0
Pancreas-Duct	chr7:156989132-156989208	U	0	0	0	0	0	0.014	0.003	0.087	0	0.019	0	0.085	0	0.019	0	0.118	0	0	0	0	0	0.031	0	0	0.01	0	0	0	0.016	0	0	0	0	0.964	0	0	0	0	0.012	0
Blood-Granul	chr7:157137840-157137887	U	0.007	0	0	0.94	0.046	0.009	0	0	0	0	0	0.012	0.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.008	0.005	0.009	0	0	0	0	0	0.091	0	0	0
Eryth-prog	chr7:157177135-157177567	U	0	0	0	0	0	0	0	0	0	0	0	0.012	0	0.001	0	0.96	0	0	0	0.001	0.004	0	0	0.003	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Beta	chr7:158030283-158030330	U	0	0.02	0	0	0	0	0.001	0.081	0	0	0.004	0	0.023	0.003	0	0.21	0.009	0	0	0	0	0.085	0	0	0	0	0.009	0	0	0.007	0.034	0.908	0.034	0	0	0	0	0.023	0.013	0.009
Prostate-Ep	chr8:902993-903136	U	0.027	0.179	0.01	0.031	0	0	0.008	0	0.127	0	0.006	0.036	0	0.002	0	0	0.019	0.167	0.02	0.008	0.054	0.014	0.012	0.022	0	0.093	0.024	0	0	0	0.02	0.018	0.033	0.03	0	0.802	0	0.01	0.031	0
