target	hg19	direction	Adipocytes	Bladder-Ep	Blood-B	Blood-Granul	Blood-Mono+Macro	Blood-NK	Blood-T	Bone-Osteob	Breast-Basal-Ep	Breast-Luminal-Ep	Colon-Ep	Colon-Fibro	Dermal-Fibro	Endothel	Epid-Kerat	Eryth-prog	Fallopian-Ep	Gallbladder	Gastric-Ep	Head-Neck-Ep	Heart-Cardio	Heart-Fibro	Kidney-Ep	Liver-Hep	Lung-Ep-Alveo	Lung-Ep-Bron	Neuron	Oligodend	Ovary-Ep	Pancreas-Acinar	Pancreas-Alpha	Pancreas-Beta	Pancreas-Delta	Pancreas-Duct	Megakaryocytes	Prostate-Ep	Skeletal-Musc	Small-Int-Ep	Smooth-Musc	Thyroid-Ep
Breast-Basal-Ep	chr14:102807824-102808100	U	0	0	0	0	0	0	0	0	0.872	0.036	0	0.029	0	0.006	0.136	0.134	0	0	0	0.136	0	0.016	0	0	0	0.043	0	0	0	0.016	0	0	0	0	0	0.169	0.042	0	0.023	0
Endothel	chr14:102817450-102817718	U	0.444	0.022	0	1	0.412	0	0	0	0.049	0.048	0	0.067	0	0.786	0	0.031	0	0	0	0.023	0.038	0.018	0	0.038	0	0	0.029	0	0	0	0	0	0	0	0.5	0.012	0.216	0	0.127	0
Oligodend	chr14:102881560-102882288	U	0	0	0	0	0	0.005	0	0.036	0	0	0	0	0	0.001	0	0.108	0	0	0	0.001	0.016	0.012	0	0	0	0	0.055	0.875	0	0.003	0	0	0.026	0.005	0	0	0	0	0.005	0
Breast-Basal-Ep	chr14:102896730-102897400	U	0	0	0	0	0	0	0.003	0	0.875	0.088	0	0	0.053	0	0	0.108	0	0	0	0	0	0	0.03	0	0	0.066	0	0.019	0	0	0	0	0	0	0	0.013	0	0	0	0
Megakaryocytes	chr14:102927828-102928092	U	0.014	0	0.006	0.032	0.043	0.042	0.015	0	0	0	0	0.054	0.022	0.01	0	0.241	0	0	0.002	0	0.019	0.019	0.003	0.004	0	0	0.048	0.006	0	0	0	0	0	0	1	0.005	0.101	0	0.024	0
Small-Int-Ep	chr14:103002787-103002864	U	0	0	0	0	0	0	0	0	0	0	0.167	0	0	0.004	0	0.369	0	0.296	0.014	0.003	0.018	0.055	0	0.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0.993	0.008	0
Pancreas-Beta	chr14:103120423-103120620	U	0	0	0.008	0	0	0	0.002	0	0	0	0	0	0	0	0	0.016	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0.02	0.696	0	0	0	0	0	0	0	0
Eryth-prog	chr14:103213119-103213348	U	0	0	0	0	0.002	0	0.007	0	0	0	0	0	0	0	0	0.739	0	0	0	0.002	0	0.015	0	0	0	0.014	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0
Lung-Ep-Alveo	chr14:103363706-103363938	U	0.286	0.03	0	0	0	0	0	0	0	0	0.026	0	0	0.008	0.25	0.25	0	0	0	0	0	0	0	0	0.733	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Thyroid-Ep	chr14:103375499-103375946	U	0	0.022	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.07	0	0	0	0.011	0	0	0.002	0.002	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0.864
Blood-B	chr14:103383229-103383582	U	0.005	0.015	0.862	0	0.028	0.007	0.004	0.045	0	0.006	0.002	0.179	0	0.034	0.019	0.12	0	0	0.012	0.033	0.009	0.024	0.004	0	0.017	0.05	0	0	0	0.034	0.005	0	0	0	0	0.004	0	0	0.019	0
Oligodend	chr14:103504564-103504989	U	0	0	0	0	0	0	0.004	0	0	0	0	0.019	0	0	0	0.042	0	0	0	0	0	0	0.009	0	0	0	0.044	0.844	0	0	0	0	0	0	0	0	0	0	0.009	0
Liver-Hep	chr14:103573762-103574056	U	0	0	0	0	0.002	0	0.001	0	0	0	0	0	0	0.002	0	0.06	0	0	0	0	0	0.006	0.021	0.899	0	0	0	0	0	0	0.005	0	0	0	0	0	0	0	0	0
Blood-Mono+Macro	chr14:103657270-103657437	U	0.099	0.016	0.064	0.07	0.771	0	0.002	0.027	0	0	0	0.19	0	0.021	0	0.119	0	0	0.003	0	0.02	0.011	0	0.006	0	0	0.011	0.009	0	0.009	0	0	0	0	0	0	0.036	0	0.008	0
Endothel	chr14:103702488-103702654	U	0.316	0.015	0	0	0.03	0	0.003	0	0.032	0.194	0.062	0.241	0	0.637	0.235	0.156	0.021	0	0.283	0.079	0.044	0.621	0.039	0.011	0	0.159	0.056	0	0.047	0.034	0.235	0.029	0.119	0	NA	0.29	0.067	0.093	0.103	0.02
Bladder-Ep	chr14:103717739-103718125	U	0	0.588	0	0	0.006	0.017	0.001	0.015	0	0	0	0	0	0.003	0	0.158	0	0	0	0	0	0.006	0	0	0.004	0	0	0	0.055	0	0.007	0	0	0	0	0.122	0	0	0.005	0.007
Endothel	chr14:103750028-103750123	U	0.544	0	0.113	0.167	0.141	0.255	0.149	0.111	0	0	0.007	0.148	0.077	0.629	0	0.344	0	0	0	0.021	0	0.078	0.007	0.017	0.012	0	0.017	0	0	0.082	0.071	0	0	0	0	0.01	0.079	0	0.121	0
Blood-Mono+Macro	chr14:103909521-103909987	U	0.125	0.029	0	0.06	0.771	0.014	0.002	0	0	0	0	0.02	0	0.004	0	0.023	0	0	0	0.003	0.01	0	0.015	0.011	0	0	0.021	0.012	0	0	0	0	0	0	0.583	0	0.039	0	0.009	0
Bladder-Ep	chr14:104047749-104048041	U	0	0.754	0	0	0.002	0	0	0.02	0.026	0	0.004	0	0	0	0	0.065	0	0	0	0.045	0	0	0.007	0	0.032	0.053	0.003	0	0.009	0.007	0.064	0	0	0	0	0.137	0	0.01	0	0
Breast-Basal-Ep	chr14:104172919-104172966	U	0	0	0	0	0	0	0	0	0.91	0.024	0	0	0	0.002	0	0.02	0	0	0	0.003	0	0	0	0	0	0	0.012	0	0	0	0	0	0	0	0	0.007	0	0	0	0
Eryth-prog	chr14:104197417-104197579	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.758	0	0	0.009	0	0	0	0	0	0	0	0	0	0	0.028	0	0	0	0	0	0	0	0	0	0
Endothel	chr14:104326499-104326618	U	0.431	0.03	0.032	0	0.027	0	0.013	0.154	0.05	0	0	0.414	0	0.668	0	0.281	0.019	0	0	0.014	0.015	0.2	0	0.042	0	0	0.006	0	0	0	0	0	0	0	0	0.016	0.192	0	0.051	0
Megakaryocytes	chr14:104388349-104388409	U	0.186	0.017	0.148	0.333	0.222	0.233	0.156	0	0.245	0.131	0.031	0.059	0.114	0.221	0.054	0.32	0	0	0.006	0.022	0.009	0.177	0.012	0.019	0.015	0.019	0.09	0.01	0.037	0	0	0.013	0	0.009	0.938	0.011	0.194	0	0.176	0
Kidney-Ep	chr14:104395216-104395338	U	0.067	0	0	0	0.006	0.015	0.002	0.069	0.024	0.025	0.011	0.032	0.071	0.041	0	0.086	0.033	0.115	0.027	0.011	0.021	0	0.604	0.082	0.029	0.029	0.013	0	0.021	0.059	0.075	0.017	0	0.071	0	0	0.02	0	0.007	0.03
Smooth-Musc	chr14:104503689-104503821	U	0.364	0.18	0	0	0.005	0.038	0.023	0.059	0.029	0	0.098	0.452	0.267	0.147	0	0.206	0	0	0.005	0.036	0	0.34	0.068	0.042	0	0	0.005	0	0.013	0.05	0	0	0.021	0.017	0	0.043	0.156	0.2	0.567	0
Megakaryocytes	chr14:104530712-104531077	U	0.026	0	0.016	0	0.005	0	0.016	0.13	0.034	0	0	0	0	0.012	0	0.42	0	0	0.006	0.026	0	0.136	0	0.01	0.147	0.015	0	0	0	0	0	0	0.03	0.02	1	0	0	0.012	0.225	0.196
Liver-Hep	chr14:104747376-104747552	U	0.008	0.007	0	0	0.016	0	0.003	0	0	0	0	0.013	0.033	0.007	0.024	0.141	0	0.045	0	0.009	0	0.047	0.013	0.928	0.008	0.022	0.003	0	0.007	0	0.012	0	0	0	0	0.007	0	0	0.055	0
Pancreas-Beta	chr14:104837266-104837390	U	0	0	0.007	0	0.002	0	0.004	0.392	0.027	0.035	0.003	0.01	0	0.006	0	0.132	0.121	0	0	0.096	0	0.11	0.014	0.018	0.011	0	0.006	0.007	0.197	0.05	0.056	0.969	0.041	0.017	0	0	0.041	0	0.108	0.011
Ovary-Ep	chr14:104855073-104855163	U	0.014	0	0	0	0	0	0	0	0.223	0.145	0.009	0	0.031	0	0	0.059	0.311	0	0.006	0.006	0	0.017	0.188	0.01	0	0	0.185	0.009	0.737	0.008	0.035	0	0.015	0	0	0	0	0.007	0.019	0
Blood-B	chr14:105123889-105124077	U	0	0	0.81	0.041	0.058	0	0.013	0	0.016	0	0	0.104	0	0.007	0.033	0.221	0.122	0	0.01	0.013	0	0.025	0.072	0	0	0.024	0.022	0.028	0.016	0.014	0	0.014	0.04	0	0	0	0.019	0	0.082	0.015
Blood-B	chr14:105127323-105128500	U	0.008	0.003	0.755	0	0.121	0.037	0.014	0.013	0.015	0	0	0.22	0.026	0.019	0	0.136	0.005	0	0	0.007	0	0.008	0.003	0.002	0.003	0	0.064	0.005	0.004	0	0.009	0	0.006	0	0	0	0	0.003	0.034	0.009
Megakaryocytes	chr14:105167622-105167801	U	0	0.006	0	0.009	0.003	0	0	0	0	0	0	0	0.027	0	0	0.183	0	0	0	0	0	0	0.003	0	0	0	0	0	0	0	0	0	0.025	0	0.714	0	0.017	0	0.006	0.017
Breast-Luminal-Ep	chr14:105181998-105182491	U	0.011	0.009	0	0	0	0.006	0.006	0.013	0.077	0.645	0.002	0.028	0.066	0.005	0	0.047	0	0.065	0.006	0.008	0.019	0.009	0.011	0.002	0.003	0.004	0	0.016	0.013	0.007	0.005	0	0.02	0	0.143	0.062	0.026	0.003	0.03	0
Pancreas-Beta	chr14:105254448-105255126	U	0	0	0	0	0.002	0	0	0	0.018	0.038	0.003	0.03	0	0.004	0	0.04	0.015	0	0.037	0.007	0	0.02	0.002	0.006	0.096	0.026	0.132	0.078	0	0.18	0.077	0.897	0.193	0.012	0	0.012	0.011	0	0.028	0.02
Ovary-Ep	chr14:105280371-105280545	U	0.133	0.044	0	0.026	0.229	0	0.011	0	0.125	0	0	0.143	0.105	0.038	0.5	0.08	0.755	0	0.12	0.137	0.017	0.054	0.106	0.031	0.031	0.219	0.074	0.077	0.937	0	0	0.045	0.028	0.024	0	0.091	0.077	0.034	0.013	0
Pancreas-Duct	chr14:105454616-105454780	U	0.035	0.011	0.024	0	0.008	0	0.003	0	0	0	0.006	0	0	0.006	0	0.078	0.258	0	0	0.007	0	0	0	0	0	0.012	0.004	0.011	0.012	0.054	0.066	0.015	0.121	0.841	0	0	0	0.008	0.028	0
Breast-Luminal-Ep	chr14:105495862-105496129	U	0	0	0	0	0	0	0	0	0.083	0.7	0	0	0.143	0.044	0	0.062	0	0	0	0.014	0	0.158	0.077	0.037	0	0	0.022	0.067	0.059	0.071	0	0	0	0	0	0	0	0.04	0.065	0
Breast-Basal-Ep	chr14:105624635-105624921	U	0	0	0.014	0	0	0.016	0.002	0	0.726	0	0	0	0	0.009	0	0.092	0	0	0	0.031	0	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.016	0
Breast-Luminal-Ep	chr14:105650640-105650945	U	0.198	0.018	0.043	0	0.01	0.036	0.012	0.114	0.529	0.902	0.036	0.103	0.227	0.052	0.043	0.198	0.041	0	0.007	0.028	0	0.16	0	0.015	0.014	0.009	0.019	0	0.036	0	0	0	0	0	0	0.054	0.415	0.087	0.065	0.014
Neuron	chr14:105783388-105783537	U	0.122	0	0	0	0.002	0	0	0	0.009	0	0.004	0	0.179	0.044	0	0.056	0	0	0	0.015	0.022	0.041	0.217	0.004	0.006	0.046	0.756	0.377	0	0.017	0	0.01	0	0.062	0	0.025	0.038	0	0	0
Head-Neck-Ep	chr14:105850657-105850853	U	0	0.197	0.009	0	0	0	0	0	0.13	0.05	0.009	0	0	0	0.303	0.072	0	0	0.02	0.692	0	0	0	0	0.012	0.32	0	0	0	0	0	0	0	0	0	0.26	0	0.014	0	0
Blood-NK	chr14:105861491-105862983	U	0.021	0.002	0.003	0	0.002	0.422	0.008	0.007	0.003	0	0.003	0.004	0.01	0.001	0.018	0.075	0	0	0.001	0.002	0.005	0.006	0	0.004	0	0	0.001	0	0.003	0	0	0	0	0	0	0	0.033	0	0.014	0
Breast-Basal-Ep	chr14:105918877-105919370	U	0.007	0	0	0	0	0	0	0.041	0.737	0	0	0.01	0	0.006	0	0.023	0	0	0.002	0.004	0.023	0	0.003	0	0	0	0	0	0	0	0.032	0	0.009	0	0	0	0	0	0.011	0
Breast-Basal-Ep	chr14:105919522-105919721	U	0	0	0	0	0	0	0	0	0.923	0.008	0	0	0	0.001	0	0	0	0	0	0.002	0.079	0	0.003	0	0	0.006	0	0	0.006	0	0	0	0	0	0	0	0	0	0	0
Blood-B	chr14:106037875-106037958	U	0	0.019	0.698	0	0.008	0	0	0	0	0	0.043	0.131	0	0.01	0.105	0.037	0	0	0.005	0.024	0	0	0.005	0	0	0	0	0	0	0	0.016	0	0	0.016	NA	0	0	0.053	0.08	0
Blood-B	chr14:106285075-106285224	U	0	0	0.963	0	0.012	0	0.006	0.048	0.019	0	0	0.118	0	0.021	0	0.147	0	0.062	0.011	0.012	0	0.043	0.006	0.006	0.008	0	0.039	0.026	0.017	0.014	0	0	0.044	0	0	0	0	0	0.076	0
Blood-T	chr14:106657339-106657466	U	0.012	0.005	0.047	0.032	0.071	0.078	0.964	0	0.008	0.032	0.003	0.075	0.016	0.004	0	0.13	0	0	0.016	0.002	0.014	0.051	0.018	0.012	0	0.007	0.009	0	0	0.043	0.034	0.036	0.041	0.006	0	0.021	0.025	0.01	0.053	0
Blood-T	chr14:106657590-106657736	U	0.011	0	0.017	0	0.021	0.032	0.713	0	0.024	0.062	0.005	0.079	0	0.017	0.038	0.257	0.03	0.08	0.025	0.009	0.01	0.198	0.024	0.056	0.008	0.009	0.024	0.018	0.019	0.074	0.094	0	0.018	0.008	0	0	0.031	0.007	0.081	0.01
Blood-NK	chr15:20817606-20817774	U	0.015	0.03	0	0	0.007	0.769	0.026	0.047	0	0.021	0.006	0	0	0.019	0	0.112	0.013	0.029	0.01	0	0	0.058	0.011	0.053	0.013	0	0.003	0.014	0.018	0.153	0.048	0.039	0.029	0.035	NA	0	0	0	0.101	0
Bladder-Ep	chr15:22977051-22977235	U	0	0.705	0.047	0.01	0.005	0	0.005	0	0.009	0.025	0.016	0.062	0	0.006	0.12	0.064	0	0	0.005	0.062	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0
Blood-T	chr15:22992596-22992896	U	0.021	0	0.017	0	0.02	0.187	0.587	0	0	0	0	0.095	0	0.002	0	0.119	0	0	0.003	0.005	0.111	0.055	0	0.004	0	0	0	0	0	0.12	0	0	0	0	0	0	0.014	0	0	0
Colon-Ep	chr15:23037878-23037984	U	0	0	0	0	0.003	0	0	0	0	0	0.985	0.028	0	0	0	0.009	0	0	0.003	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.092	0	0
Oligodend	chr15:23066819-23066894	U	0	0	0	0	0	0	0	0	0	0.078	0.03	0.014	0	0	0	0.04	0	0	0	0.003	0	0.008	0	0	0	0	0.062	0.943	0	0.007	0	0	0	0.046	0	0	0	0	0.017	0
Ovary-Ep	chr15:23166416-23167003	U	0	0	0	0	NA	0	0	NA	NA	0	0	0	NA	0.111	NA	0	1	NA	0	0	0	0	0.5	0	0	0	0	NA	NA	0	NA	0	0	0	NA	0	NA	0	0.5	NA
Ovary-Ep	chr15:23341505-23342486	U	0	0	0	0.5	0	0	0	0	NA	0	0	0.333	0	0.5	NA	0	0	NA	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	0	0	NA	0.2	NA	0	NA	0
Blood-NK	chr15:23484990-23485384	U	0.024	0.025	0.023	0.023	0	0.767	0.087	0	0	0.033	0.015	0	0	0.02	0	0.156	0	0	0.045	0.016	0.022	0.042	0.01	0.028	0	0	0.01	0	0	0.075	0.1	0.048	0	0.031	NA	0	0.036	0	0.033	0
Colon-Ep	chr15:23678481-23679242	U	0.1	0	0	0	0.011	0	0	0.083	0	0.05	0.732	0	0	0.006	0	0.379	0	0	0	0.011	0.048	0.108	0.015	0.015	0	0	0	0	0.026	0	0.037	0	0	0	NA	0	0	0.023	0.06	0
Heart-Fibro	chr15:25870010-25870180	U	0.083	0.022	0	0	0	0	0.014	0.143	0	0	0	0.211	0.25	0.122	0	0.214	0	0	0.03	0	0.034	0.926	0	0	0	0	0.136	0	0	0.065	0	0	0	0	0	0	0.625	0	0.37	0
Blood-NK	chr15:26047563-26047669	U	0.049	0.068	0.038	0.039	0.035	0.84	0.031	0.1	0.078	0.054	0.035	0.109	0.059	0.031	0	0.368	0	0	0.069	0	0	0	0	0.033	0	0.016	0.036	0.013	0	0.175	0.024	0	0	0	0	0	0	0.037	0.056	0
Skeletal-Musc	chr15:26807314-26807535	U	0.477	0.009	0	0	0.011	0	0.004	0.185	0.022	0.02	0	0.015	0.359	0.052	0.037	0.21	0.008	0	0.003	0.061	0.05	0.243	0.01	0.015	0	0	0.196	0	0.058	0.008	0	0	0	0	0	0.008	0.712	0	0.17	0
Skeletal-Musc	chr15:27702726-27702873	U	0.042	0	0	0	0.014	0.043	0.012	0	0	0	0.021	0.057	0.133	0.018	0	0.277	0.019	0	0.021	0	0.081	0.092	0	0.099	0.023	0	0.006	0	0	0.2	0.056	0	0.022	0	0	0	0.645	0.026	0.148	0
Pancreas-Duct	chr15:27818541-27818831	U	0	0.018	0	0	0.013	0	0.002	0.143	0	0	0.012	0	0.045	0.018	0	0.233	0	0.095	0.085	0.009	0	0.126	0.01	0.035	0.155	0.097	0	0	0	0.024	0.13	0.131	0.228	0.754	0	0.01	0	0	0.165	0
Epid-Kerat	chr15:28099623-28099842	U	0	0.007	0	0	0.003	0	0	0	0.018	0.329	0	0	0.02	0.001	0.943	0.151	0	0	0.003	0.11	0	0.037	0	0.008	0	0	0	0	0	0.049	0.009	0.01	0.024	0.01	0	0.007	0	0.006	0.077	0
Bone-Osteob	chr15:28247038-28247105	U	0	0	0.017	0	0.009	0	0	0.931	0	0.013	0.009	0	0	0.005	0	0.24	0	0	0.017	0	0	0.12	0	0	0.11	0.008	0.099	0	0	0.007	0	0	0	0	0	0	0	0	0.096	0
Colon-Ep	chr15:28365155-28365446	U	0.005	0	0	0	0.008	0	0	0	0.017	0	0.884	0.022	0	0.001	0.015	0.062	0.006	0	0.002	0	0.009	0.005	0.007	0	0	0	0.031	0.098	0	0	0.012	0.035	0.024	0	0	0.113	0.007	0.032	0.024	0
Bone-Osteob	chr15:28423980-28424356	U	0	0	0	0	0	0	0	0.484	0	0	0	0	0	0	0.022	0.032	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0	0	0	0	0	0	0
Pancreas-Beta	chr15:28473191-28473513	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.821	0.016	0	0	0	0	0	0	0
Heart-Cardio	chr15:28555798-28556031	U	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019	0.027	0	0	0	0	0.785	0	0	0	0	0	0	0	0	0.005	0	0	0	0	NA	0	0.138	0	0	0
Neuron	chr15:29077961-29078058	U	0.048	0	0.061	0	0.052	0.017	0.012	0	0	0	0.015	0.025	0.048	0.017	0	0.2	0	0	0.031	0.013	0.024	0.029	0	0.019	0	0	0.587	0.039	0	0	0.018	0	0.022	0	0	0	0	0.01	0.051	0
Neuron	chr15:29133991-29134275	U	0	0.012	0.039	0	0.005	0	0.027	0.105	0.118	0	0	0.071	0	0.005	0	0.205	0	0	0.01	0.013	0	0.013	0.037	0	0	0.016	0.761	0.044	0	0.014	0	0	0	0	0	0	0.432	0.011	0.041	0.022
Breast-Luminal-Ep	chr15:29335159-29335363	U	0	0.171	0.008	0	0.014	0.065	0.01	0	0.016	0.651	0.01	0	0	0.01	0.097	0.12	0	0.125	0.282	0.054	0.012	0.105	0	0.017	0.159	0.12	0.042	0.22	0.085	0	0.027	0.014	0.034	0	0	0.082	0.07	0.027	0.183	0
Prostate-Ep	chr15:30146107-30146255	U	0.033	0.5	0	0	0.003	0.012	0.002	0	0	0	0.072	0.031	0.027	0.015	0.033	0.167	0	0	0.003	0	0	0	0.004	0	0	0	0.033	0.008	0.009	0.006	0.01	0	0	0	0	0.938	0.011	0.005	0.245	0
Ovary-Ep	chr15:30783184-30783827	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Head-Neck-Ep	chr15:31289788-31290120	U	0	0	0	0	0.002	0	0	0	0	0	0	0.012	0	0	0	0.059	0	0	0	0.885	0	0.008	0	0	0	0.14	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0
Megakaryocytes	chr15:31320847-31321133	U	0.05	0	0.061	0.163	0.114	0.076	0.062	0	0	0	0	0.014	0	0.01	0	0.5	0	0	0	0	0	0.03	0	0.004	0	0	0.015	0	0	0	0	0	0	0	1	0	0.017	0	0.03	0
Smooth-Musc	chr15:31362977-31363737	U	0.577	0	0.035	0	0.005	0	0.007	0	0	0	0	0.119	0.731	0.147	0.077	0.198	0.015	0	0	0.005	0	0.213	0	0	0	0	0.023	0	0	0	0	0	0	0	0.167	0	0.16	0	0.64	0.021
Liver-Hep	chr15:31450558-31450613	U	0	0	0	0	0.015	0	0.004	0.03	0	0	0	0	0	0.002	0	0.078	0	0	0	0	0	0	0	0.882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.015	0.007	0
Neuron	chr15:31596905-31597283	U	0	0	0	0	0	0	0	0	0.01	0	0.004	0	0	0.002	0.038	0	0	0	0.003	0.017	0	0	0.017	0	0.005	0	0.623	0.118	0	0	0	0.074	0	0	0	0	0	0	0.025	0.008
Heart-Fibro	chr15:31848874-31849225	U	0.008	0.006	0.058	0	0.01	0	0.06	0	0	0	0	0.083	0	0.016	0	0.168	0	0	0.069	0.007	0	0.553	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0	0.005	0.065	0
Ovary-Ep	chr15:32808283-32808932	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Colon-Ep	chr15:32993304-32993383	U	0	0.008	0	0	0.006	0.012	0	0	0	0	0.982	0.03	0	0.002	0	0.078	0	0	0.042	0.006	0	0	0.004	0.035	0	0.018	0	0	0	0.024	0	0	0	0	0	0	0.029	0.036	0	0
Pancreas-Delta	chr15:33192230-33192422	U	0	0.016	0	0	0.003	0	0.005	0	0	0	0	0.029	0.036	0.008	0	0.071	0	0	0	0	0	0.016	0	0.197	0.006	0	0.006	0.024	0	0.013	0.758	0.375	0.895	0.022	0	0	0	0.012	0.006	0
Thyroid-Ep	chr15:33575377-33575480	U	0	0.061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.061	0.981
Small-Int-Ep	chr15:34636879-34637206	U	0.005	0.004	0	0	0	0	0.001	0.016	0	0	0.088	0	0	0.001	0	0.067	0	0	0	0.003	0	0.005	0	0	0.01	0	0	0	0	0.011	0	0.017	0.007	0	0	0	0	0.709	0	0
Oligodend	chr15:34718439-34718508	U	0	0	0	0.213	0.012	0	0.002	0	0	0	0	0.091	0	0.002	0	0.078	0	0	0	0.003	0	0	0	0.012	0	0	0.053	0.963	0	0	0.16	0.115	0	0	0	0	0.052	0	0	0
Eryth-prog	chr15:34946822-34947088	U	0	0	0.01	0	0.004	0.033	0.01	0	0	0	0	0	0	0.005	0	0.979	0	0	0.013	0	0	0.046	0	0.008	0	0	0	0	0.013	0	0	0	0.019	0	0	0	0	0	0.011	0
Heart-Cardio	chr15:35084326-35084712	U	0	0.005	0.025	0	0.005	0.024	0.016	0	0.066	0.02	0.008	0.064	0	0.008	0	0.237	0.008	0	0.01	0.002	0.973	0.016	0.046	0.016	0	0	0.183	0	0.009	0.073	0	0	0	0	0	0	0.082	0	0.039	0
Heart-Cardio	chr15:35085547-35085735	U	0	0	0.007	0	0.003	0	0.008	0.029	0	0	0.005	0	0	0.002	0	0.16	0.011	0	0.008	0.005	0.978	0.014	0	0.035	0	0	0	0	0	0.039	0	0	0	0	0	0	0	0	0.022	0
Epid-Kerat	chr15:35320312-35320434	U	0.042	0	0	0	0	0	0.003	0	0	0	0	0.014	0.029	0.001	0.854	0.168	0	0	0.005	0.04	0	0.035	0	0	0	0	0	0	0	0.007	0	0	0	0	0	0	0.024	0.011	0.045	0
Pancreas-Duct	chr15:36262769-36263172	U	0	0	0	0	0	0	0.005	0	0	0	0	0.067	0	0.007	0	0.278	0.2	0	0	0.01	0	0.031	0	0	0	0	0	0	0.222	0.028	0	0.043	0.5	0.926	0	0	0	0	0.026	0
Pancreas-Alpha	chr15:36621859-36622108	U	0	0	0	0	0.017	0	0.019	0	0	0	0	0	0	0.021	0	0.273	0	0.75	0.122	0.007	0.179	0.116	0	0.015	0	0	0	0	0.029	0.323	0.956	0	0.038	0	0.167	0.021	0	0	0.088	0
Liver-Hep	chr15:36939679-36940242	U	0	0	0	0	0.01	0	0.001	0	0	0	0.004	0	0	0.003	0	0.036	0	0	0.002	0	0	0.009	0	0.865	0	0	0	0	0.023	0	0	0	0	0	0	0	0	0	0	0
Pancreas-Delta	chr15:36963835-36964979	U	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pancreas-Beta	chr15:37250729-37251489	U	0	0	0	0	0.02	0	0.016	0	0	0	0	0	0	0.019	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143	0.8	0	0	0	0	0	0	0	0
Ovary-Ep	chr15:38017168-38017344	U	0	0.024	0	0.017	0.011	0.02	0.034	0.263	0	0	0.01	0.081	0	0.015	0	0.339	0.255	0	0	0.02	0.016	0.194	0.008	0.009	0	0.018	0	0	0.939	0.05	0	0	0	0	0	0.023	0	0	0.258	0
Gastric-Ep	chr15:38493152-38493607	U	NA	0	0	NA	0	0	0	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	1	0	NA	NA	0	NA	NA	0	0	NA	NA	0	0	NA	NA	0	NA	0	NA	0	0	0
Kidney-Ep	chr15:38653177-38653304	U	0.012	0.007	0	0	0.008	0	0	0	0.011	0.016	0	0.027	0	0.008	0	0.2	0	0	0	0.011	0	0	0.586	0	0	0.092	0.004	0	0	0.015	0	0	0	0	0	0	0.119	0	0.021	0
Colon-Fibro	chr15:38716228-38716439	U	0	0.074	0.111	0	0.059	0.182	0.035	0	0	0	0	0.692	0	0.038	0	0.304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.059	0	0	0	0	0	0	0	0.108	0
Blood-T	chr15:38945624-38945753	U	0	0.022	0.021	0	0.063	0.419	0.931	0	0	0	0	0	0	0.005	0.1	0.059	0	0	0	0	0	0	0	0.062	0	0	0	0.091	0	0	0	0	0	0	0	0	0	0	0.065	0
Oligodend	chr15:39110657-39111060	U	0	0	0	0	0.008	0	0.004	0.143	0	0	0	0.112	0.05	0.004	0	0.164	0	0.059	0.007	0.02	0.008	0.008	0.095	0.008	0.013	0	0.165	0.953	0	0.025	0	0	0.013	0	0	0	0.013	0	0.006	0.009
